timestamp,​0x0e936B11c2e7b601055e58c7E32417187aF4de4a,​0xF20b9e713A33F61fA38792d2aFaF1cD30339126A,​0xEee90e509a639E95E3BB502B17A0eEd6E014BFc0,​0x6690819Cb98c1211A8e38790d6cD48316Ed518Db,Other
1535477339000,,1994.00,,,
1535550907000,,1027.35,,,
1535623054000,,825.17,,,
1535695540000,,257.31,,,
1535768227000,,1098.98,,,
1535842094000,,898.02,,,
1535914482000,,549.70,,,
1535987210000,,556.67,,,
1536059758000,,46.94,,,
1536132247000,,628.16,,,
1536204432000,,8164.92,,,
1536276091000,,3933.92,,,
1536348963000,,565.88,,,
1536421628000,,557.92,,,
1536495403000,,5760.92,,,
1536568351000,,2032.03,,,
1536639507000,,4167.42,,,
1536711510000,,4603.99,,,
1536783125000,,3189.86,,,
1536854753000,,5757.13,,,
1536925887000,,3060.57,,,
1536997175000,,1928.69,,,
1537069009000,,1612.99,,,
1537139381000,,1642.53,,,
1537210708000,,1121.20,,,
1537282705000,,1695.12,,,
1537353835000,,711.50,,,
1537424834000,,256.97,,,
1537497361000,,6314.10,,,
1537568218000,,1356.74,,,
1537639728000,,363.50,,,
1537710354000,,606.93,,,
1537781366000,,955.37,,,
1537852317000,,617.64,,,
1537922897000,,2753.65,,,
1537993834000,,1400.72,,,
1538065170000,,361.92,,,
1538135659000,,962.38,,,
1538207020000,,469.08,,,
1538277094000,,932.51,,,
1538348235000,,1014.58,,,
1538418856000,,13.87,,,
1538489640000,,2249.03,,,
1538560179000,,1869.77,,,
1538631256000,,643.04,,,
1538700722000,,173.01,,,
1538771727000,,2090.89,,,
1538841320000,,760.01,,,
1538911026000,,211.70,,,
1538980216000,,151.67,,,
1539049430000,,173.85,,,
1539120813000,,379.02,,,
1539190730000,,,,,
1539260859000,,1163.73,,,
1539330275000,,942.47,,,
1539400992000,,303.32,,,
1539470509000,,2141.93,,,
1539541019000,,32.12,,,
1539611779000,,2558.05,,,
1539682267000,,2243.78,,,
1539752649000,,1641.56,,,
1539822973000,,47.69,,,
1539893301000,,391.89,,,
1539964665000,,5136.17,,,
1540035461000,,56.21,,,
1540105380000,,301.82,,,
1540175783000,,,,,
1540247628000,,162.37,,,
1540317582000,,1161.42,,,
1540388140000,,906.05,,,
1540458691000,,,,,
1540528530000,,5588.73,,,
1540599331000,,2354.36,,,
1540669979000,,36.44,,,
1540740577000,,425.50,,,
1540812281000,,158.55,,,
1540882459000,,280.30,,,
1540953530000,,78.28,,,
1541023512000,,144.38,,,
1541094934000,,502.76,,,
1541166376000,,144.08,,,
1541237446000,,143.72,,,
1541307140000,,144.76,,,
1541378245000,,802.88,,,
1541449770000,,7110.16,,,
1541521033000,,4961.83,,,
1541592294000,,1009.63,,,
1541662439000,,4774.51,,,
1541733218000,,155.88,,,
1541804044000,,315.36,,,
1541874538000,,153.81,,,
1541945087000,,,,,
1542016384000,,273.17,,,
1542085646000,,320.46,,,
1542156560000,,,,,
1542228035000,,3873.91,,,
1542298725000,,3046.31,,,
1542368660000,,719.55,,,
1542440006000,,9897.55,,,
1542510859000,,13546.10,,,
1542580287000,,2611.12,,,
1542652239000,,1882.66,,,
1542723747000,,1891.72,,,
1542795271000,,18507.39,,,
1542866477000,,975.35,,,
1542936877000,,408.49,,,
1543007269000,,1836.45,,,
1543077801000,,1001.56,,,
1543148698000,,5194.38,,,
1543218413000,,2353.52,,,
1543289948000,,840.26,,,
1543362296000,,586.96,,,
1543434172000,,2119.21,,,
1543504581000,,719.17,,,
1543575859000,,439.43,,,
1543646812000,,,,,
1543718667000,,254.17,,,
1543789997000,,466.18,,,
1543862329000,,7098.51,,,
1543932926000,,2229.78,,,
1544005220000,,17656.56,,,
1544076879000,,12662.14,,,
1544148198000,,4027.91,,,
1544220287000,,10851.41,,,
1544291964000,,3517.54,,,
1544363331000,,4067.36,,,
1544433268000,,3944.88,,,
1544503865000,,4427.88,,,
1544576147000,,7786.73,,,
1544647316000,,13197.49,,,
1544718309000,,4018.85,,,
1544789693000,,2395.02,,,
1544860802000,,929.91,,,
1544931651000,,1265.90,,,
1545003100000,,448.87,,,
1545076575000,,3099.90,,,
1545151038000,,1722.54,,,
1545224266000,,4279.63,,,
1545298309000,,681.47,,,
1545371765000,,6409.49,,,
1545444975000,,63136.40,,,
1545518580000,,10488.42,,,
1545592165000,,6374.47,,,
1545664945000,,8743.73,,,
1545737520000,,5069.99,,,
1545810031000,,1731.05,,,
1545883479000,,700.92,,,
1545956158000,,1515.68,,,
1546029906000,,6496.51,,,
1546103201000,,1205.68,,,
1546175667000,,4111.12,,,
1546247915000,,9732.64,,,
1546320878000,,2545.43,,,
1546394518000,,1880.57,,,
1546466952000,,2695.79,,,
1546544000000,,1273.37,,,
1546622719000,,2643.70,,,
1546699391000,,2256.09,,,
1546776424000,,904.24,,,
1546854270000,,1462.12,,,
1546931422000,,1024.84,,,
1547008514000,,7482.40,,,
1547086233000,,3187.99,,,
1547163262000,,11063.96,,,
1547240860000,,24009.27,,,
1547318473000,,21686.03,,,
1547396030000,,5938.06,,,
1547472692000,,4775.76,,,
1547549533000,,3415.23,,,
1547626847000,,5404.74,,,
1547704633000,,4525.44,,,
1547781728000,,1419.67,,,
1547859045000,,1872.92,,,
1547934719000,,3463.75,,,
1548012002000,,1092.64,,,
1548095978000,,2011.94,,,
1548180548000,,1230.12,,,
1548266597000,,600.96,,,
1548351788000,,1249.48,,,
1548436981000,,3179.45,,,
1548521909000,,18460.96,,,
1548607305000,,11349.34,,,
1548695090000,,0.00,,,1.01
1548784331000,,,,383.92,
1548872168000,,,,5215.29,
1548959406000,,,,5807.76,
1549048111000,,,,10368.15,
1549136870000,,,,8478.97,
1549225465000,,,,2324.95,
1549312025000,,,,9559.43,
1549400397000,,,,9574.68,
1549488758000,,,,31184.52,
1549576572000,,,,15524.32,
1549664587000,,,,20513.14,
1549752194000,,,,5715.25,
1549853106000,,,,24389.87,
1549954624000,,,,19839.40,
1550057114000,,,,23807.24,
1550160727000,,,,12309.99,
1550264379000,,,,26483.22,
1550367666000,,,,5681.97,
1550471025000,,,,7313.27,
1550573262000,,,,9347.71,
1550675116000,,,,48655.94,
1550776436000,,,,24932.92,
1550878296000,,,,5651.97,
1550978228000,,,,5588.72,
1551078586000,,,,24792.82,
1551181750000,,,,23422.62,
1551281880000,,,,12876.39,
1551383524000,,,,13513.07,
1551459490000,,,,14599.27,
1551527005000,,,,14090.84,
1551595407000,,,,18647.84,
1551662535000,,,,2055.11,
1551730739000,,,,5560.63,
1551798808000,,,,43865.44,
1551865512000,,,,15562.34,
1551932302000,,,,18338.76,
1551999434000,,,,19697.59,
1552066766000,,,,33437.96,
1552134613000,,,,33644.99,
1552201544000,,,,12112.07,
1552268725000,,,,11634.98,
1552336045000,,,,17725.29,
1552403003000,,,,10529.82,
1552470545000,,,,9400.82,
1552537130000,,,,5780.76,
1552605435000,,,,3920.37,
1552671597000,,,,18288.65,
1552738081000,,,,14157.51,
1552805598000,,,,21561.98,
1552872817000,,,,50372.51,
1552940619000,,,,7550.29,
1553008742000,,,,22888.87,
1553075047000,,,,9312.86,
1553142018000,,,,10050.70,
1553209653000,,,,8436.67,
1553277395000,,,,6235.49,
1553344849000,,,,3371.13,
1553411888000,,,,6321.21,
1553478679000,,,,36664.25,
1553546051000,,,,11276.32,
1553614241000,,,,11831.69,
1553681868000,,,,5470.09,
1553749152000,,,,2421.69,
1553816450000,,,,2530.55,
1553884334000,,,,7549.95,
1553953102000,,,,7643.73,
1554019932000,,,,6446.57,
1554086578000,,,,13993.63,
1554153946000,,,,29527.90,
1554222678000,,,,15592.38,
1554290288000,,,,18001.66,
1554358137000,,,,24945.22,
1554425436000,,,,14916.34,
1554493384000,,,,7215.36,
1554559454000,,,,1446.81,
1554626505000,,,,12621.45,
1554693632000,,,,9773.41,
1554760411000,,,,11598.47,
1554827345000,,,,10657.22,
1554894627000,,,,6341.75,
1554961787000,,,,8374.36,
1555029655000,,,,4467.45,
1555096914000,,,,10958.49,
1555163830000,,,,2633.97,
1555230712000,,,,12032.56,
1555297496000,,,,14529.57,
1555364629000,,,,2825.49,
1555431616000,,,,3617.33,
1555500111000,,,,11822.86,
1555566912000,,,,8909.08,
1555634415000,,,,24615.43,
1555701653000,,,,31376.46,
1555769476000,,,,48032.87,
1555837014000,,,,33725.74,
1555904097000,,,,9632.49,
1555970540000,,,,22274.66,
1556038531000,,,,20758.69,
1556107407000,,,,11645.35,
1556173928000,,,,14076.29,
1556241200000,,,,9276.43,
1556308450000,,,,5103.84,
1556374991000,,,,3917.51,
1556442410000,,,,2272.20,
1556509346000,,,,11100.36,
1556576806000,,,,967.15,
1556643967000,,,,7762.05,
1556711534000,,,,4196.06,
1556778136000,,,,278.29,
1556845234000,,,,11266.96,
1556913235000,,,,5143.57,
1556979262000,,,,7402.53,
1557047080000,,,,6680.51,
1557114439000,,,,1952.88,
1557182260000,,,,8390.40,
1557249608000,,,,6395.66,
1557318081000,,,,26738.85,
1557385675000,,,,31374.81,
1557453624000,,,,14852.69,
1557521031000,,,,26231.16,
1557588222000,,,,15034.02,
1557655069000,,,,10899.21,
1557722567000,,,,23751.11,
1557790675000,,,,41349.19,
1557857642000,,,,29045.41,
1557924398000,,,,52894.23,
1557992058000,,,,45780.09,
1558059268000,,,,25170.79,
1558126732000,,,,15492.17,
1558194179000,,,,7317.40,
1558262228000,,,,46974.79,
1558329711000,,,,59779.24,
1558397321000,,,,5605.15,
1558466162000,,,,31433.04,
1558533192000,,,,48956.89,
1558601405000,,,,6210.17,
1558669169000,,,,8697.46,
1558736680000,,,,28965.50,
1558803191000,,,,16518.97,
1558871016000,,,,11782.96,
1558937464000,,,,23567.50,
1559004601000,,,,19430.03,
1559072957000,,,,14640.44,
1559139434000,,,,12412.23,
1559206701000,,,,23966.83,
1559274975000,,,,10202.18,
1559341699000,,,,1122.44,
1559409902000,,,,6929.30,
1559477256000,,,,2982.08,
1559545066000,,,,10462.88,
1559613008000,,,,6913.48,
1559680478000,,,,7297.53,
1559748180000,,,,51274.63,
1559815480000,,,,3592.73,
1559882780000,,,,1427.91,
1559950737000,,,,2165.75,
1560018665000,,,,449.24,
1560086804000,,,,846.05,
1560153643000,,,,2007.56,
1560221421000,,,,8718.12,
1560289199000,,,,6840.36,
1560356878000,,,,6296.33,
1560423930000,,,,7043.58,
1560491307000,,,,7194.60,
1560558991000,,,,38801.91,
1560626789000,,,,9754.18,
1560694377000,,,,3872.99,
1560761916000,,,,10160.03,
1560829590000,,,,22100.30,
1560897457000,,,,7497.64,
1560964413000,,,,30184.82,
1561032579000,,,,6586.41,
1561100149000,,,,6970.01,
1561168282000,,,,13189.43,
1561234762000,,,,9007.56,
1561302398000,,,,8884.05,
1561369418000,,,,14658.82,
1561436953000,,,,2480.24,
1561504004000,,,,4154.79,
1561570799000,,,,15501.36,
1561638755000,,,,25511.73,
1561706755000,,,,20095.03,
1561774045000,,,,7431.96,
1561840989000,,,,7120.45,
1561907952000,,,,3572.09,
1561975491000,,,,4862.08,
1562042620000,,,,996.77,
1562110262000,,,,10390.50,
1562178137000,,,,2844.04,
1562245083000,,,,5523.74,
1562312263000,,,,2322.50,
1562380043000,,,,21159.22,
1562446275000,,,,3830.08,
1562513829000,,,,1314.57,
1562580710000,,,,5596.57,
1562647935000,,,,3934.28,
1562714668000,,,,1990.60,
1562782053000,,,,15036.71,
1562848961000,,,,4911.66,
1562916876000,,,,16229.82,
1562984792000,,,,10845.53,
1563051887000,,,,2282.23,
1563118325000,,,,3721.11,
1563185341000,,,,9648.36,
1563253666000,,,,4491.38,
1563322130000,,,,6329.71,
1563390506000,,,,33654.22,
1563456683000,,,,19224.29,
1563524083000,,,,7189.92,
1563591824000,,,,4375.44,
1563657984000,,,,3283.38,
1563725454000,,,,2882.43,
1563792449000,,,,3001.71,
1563858874000,,,,16563.01,
1563925785000,,,1111.60,451.94,
1563992752000,,,1672.30,,
1564060720000,,,7082.05,,
1564128623000,,,2175.76,,
1564194770000,,,2721.55,,
1564261351000,,,,,
1564329190000,,,1645.13,,
1564395991000,,,2275.54,,
1564463477000,,,2941.63,,
1564530020000,,,2819.31,,
1564597821000,,,7454.94,,
1564665039000,,,3961.82,,
1564732022000,,,,,
1564799107000,,,1329.38,,
1564865751000,,,1324.92,,
1564932781000,,,289.62,,
1564999286000,,,852.20,,
1565066439000,,,702.29,,
1565133760000,,,2016.96,,
1565200774000,,,19515.38,,
1565267861000,,,18994.36,,
1565334762000,,,11305.57,,
1565401917000,,,11455.39,,
1565468754000,,,15538.92,,
1565536629000,,,2192.68,,
1565603145000,,,474.79,,
1565669720000,,,71.21,,
1565737101000,,,701.69,,
1565803734000,,,10444.86,,
1565871010000,,,17907.71,,
1565938594000,,,5814.46,,
1566005643000,,,2871.20,,
1566071734000,,,31.16,,
1566139968000,,,2105.03,,
1566206924000,,,288.21,,
1566273958000,,,,,
1566340899000,,,,,
1566408719000,,,3587.31,,
1566474986000,,,930.38,,
1566542876000,,,1846.20,,
1566609532000,,,190.12,,
1566677699000,,,1802.89,,
1566744845000,,,1510.33,,
1566811311000,,,2694.98,,
1566879172000,,,5300.50,,
1566946162000,,,1958.89,,
1567013670000,,,2666.04,,
1567080503000,,,8735.59,,
1567147214000,,,6152.25,,
1567214663000,,,478.39,,
1567281961000,,,15692.25,,
1567349460000,,,4291.46,,
1567416716000,,,992.91,,
1567484031000,,,4862.64,,
1567551463000,,,6332.29,,
1567619231000,,,9615.58,,
1567685589000,,,4158.46,,
1567753902000,,,17738.70,,
1567820847000,,,2524.79,,
1567887785000,,,3693.73,,
1567955110000,,,1058.76,,
1568023141000,,,6785.00,,
1568089878000,,,906.48,,
1568157833000,,,,,
1568225074000,,,1193.19,,
1568292523000,,,5896.87,,
1568360055000,,,1025.81,,
1568427970000,,,1094.53,,
1568495114000,,,980.01,,
1568562808000,,,2771.65,,
1568630407000,,,2879.07,,
1568696458000,,,2618.52,,
1568764187000,,,10516.57,,
1568830698000,,,7181.33,,
1568898597000,,,5027.74,,
1568967137000,,,589.74,,
1569034094000,,,2030.95,,
1569100750000,,,713.09,,
1569168482000,,,,,
1569236030000,,,1274.52,,
1569303544000,,,1674.03,,
1569371996000,,,4656.25,,
1569439704000,,,4773.78,,
1569507924000,,,1411.87,,
1569575662000,1239.03,,,,
1569642495000,1651.40,,,,
1569709939000,10.33,,,,
1569777994000,476.56,,,,
1569845721000,1377.98,,,,
1569912741000,1003.17,,,,
1569979950000,,,,,
1570047984000,1282.23,,,,
1570116154000,38.71,,,,
