timestamp,​0x6690819Cb98c1211A8e38790d6cD48316Ed518Db,​0xEee90e509a639E95E3BB502B17A0eEd6E014BFc0,​0x0e936B11c2e7b601055e58c7E32417187aF4de4a,​0xF20b9e713A33F61fA38792d2aFaF1cD30339126A,Other
1535842094000,,,,664.12,
1535914482000,,,,381.85,
1535987210000,,,,,
1536059758000,,,,539.42,
1536132247000,,,,1832.61,
1536204432000,,,,2646.38,
1536276091000,,,,1775.66,
1536348963000,,,,1328.10,
1536421628000,,,,,
1536495403000,,,,536.97,
1536568351000,,,,,
1536639507000,,,,,
1536711510000,,,,,
1536783125000,,,,,
1536854753000,,,,1936.14,
1536925887000,,,,1144.11,
1536997175000,,,,554.63,
1537069009000,,,,,
1537139381000,,,,280.25,
1537210708000,,,,3390.32,
1537282705000,,,,3857.49,
1537353835000,,,,557.42,
1537424834000,,,,1728.19,
1537497361000,,,,558.14,
1537568218000,,,,1118.08,
1537639728000,,,,803.77,
1537710354000,,,,517.75,
1537781366000,,,,282.31,
1537852317000,,,,1.70,
1537922897000,,,,464.48,
1537993834000,,,,1045.25,
1538065170000,,,,,
1538135659000,,,,4.44,
1538207020000,,,,4193.82,
1538277094000,,,,1720.52,
1538348235000,,,,,
1538418856000,,,,,
1538489640000,,,,721.55,
1538560179000,,,,,
1538631256000,,,,,
1538700722000,,,,,
1538771727000,,,,1740.42,
1538841320000,,,,,
1538911026000,,,,,
1538980216000,,,,549.87,
1539049430000,,,,,
1539120813000,,,,,
1539190730000,,,,,
1539260859000,,,,1305.98,
1539330275000,,,,481.07,
1539400992000,,,,242.71,
1539470509000,,,,,
1539541019000,,,,4839.12,
1539611779000,,,,1396.02,
1539682267000,,,,7217.83,
1539752649000,,,,1460.67,
1539822973000,,,,749.60,
1539893301000,,,,560.53,
1539964665000,,,,1340.48,
1540035461000,,,,,
1540105380000,,,,286.38,
1540175783000,,,,17.95,
1540247628000,,,,,
1540317582000,,,,238.80,
1540388140000,,,,2123.58,
1540458691000,,,,759.81,
1540528530000,,,,3620.55,
1540599331000,,,,1933.11,
1540669979000,,,,627.36,
1540740577000,,,,578.68,
1540812281000,,,,280.10,
1540882459000,,,,2304.68,
1540953530000,,,,168.37,
1541023512000,,,,,
1541094934000,,,,269.96,
1541166376000,,,,,
1541237446000,,,,3.95,
1541307140000,,,,,
1541378245000,,,,435.43,
1541449770000,,,,,
1541521033000,,,,228.50,
1541592294000,,,,4287.48,
1541662439000,,,,6365.41,
1541733218000,,,,229.37,
1541804044000,,,,1604.90,
1541874538000,,,,1288.78,
1541945087000,,,,,
1542016384000,,,,1112.98,
1542085646000,,,,,
1542156560000,,,,1970.86,
1542228035000,,,,4585.94,
1542298725000,,,,906.19,
1542368660000,,,,583.26,
1542440006000,,,,916.91,
1542510859000,,,,168.34,
1542580287000,,,,1061.25,
1542652239000,,,,3146.63,
1542723747000,,,,2204.15,
1542795271000,,,,921.91,
1542866477000,,,,1188.65,
1542936877000,,,,1079.76,
1543007269000,,,,,
1543077801000,,,,195.53,
1543148698000,,,,1008.62,
1543218413000,,,,1255.28,
1543289948000,,,,2083.82,
1543362296000,,,,934.43,
1543434172000,,,,1098.87,
1543504581000,,,,2075.97,
1543575859000,,,,1874.79,
1543646812000,,,,,
1543718667000,,,,492.78,
1543789997000,,,,841.36,
1543862329000,,,,,
1543932926000,,,,906.92,
1544005220000,,,,,
1544076879000,,,,416.86,
1544148198000,,,,423.39,
1544220287000,,,,2609.29,
1544291964000,,,,4098.28,
1544363331000,,,,10845.31,
1544433268000,,,,1718.35,
1544503865000,,,,,
1544576147000,,,,975.62,
1544647316000,,,,7257.78,
1544718309000,,,,518.68,
1544789693000,,,,320.05,
1544860802000,,,,531.36,
1544931651000,,,,327.12,
1545003100000,,,,557.57,
1545076575000,,,,454.97,
1545151038000,,,,1697.32,
1545224266000,,,,,
1545298309000,,,,1043.90,
1545371765000,,,,1637.59,
1545444975000,,,,196.80,
1545518580000,,,,,
1545592165000,,,,2237.57,
1545664945000,,,,2064.98,
1545737520000,,,,1320.24,
1545810031000,,,,,
1545883479000,,,,738.06,
1545956158000,,,,879.66,
1546029906000,,,,915.18,
1546103201000,,,,171.23,
1546175667000,,,,730.22,
1546247915000,,,,,
1546320878000,,,,983.41,
1546394518000,,,,1326.34,
1546466952000,,,,332.08,
1546544000000,,,,,
1546622719000,,,,224.06,
1546699391000,,,,634.68,
1546776424000,,,,,
1546854270000,,,,559.60,
1546931422000,,,,,
1547008514000,,,,1116.63,
1547086233000,,,,,
1547163262000,,,,664.21,
1547240860000,,,,221.73,
1547318473000,,,,,
1547396030000,,,,771.16,
1547472692000,,,,1529.88,
1547549533000,,,,,
1547626847000,,,,,
1547704633000,,,,6071.50,
1547781728000,,,,85409.89,
1547859045000,,,,43537.35,
1547934719000,,,,7213.50,
1548012002000,,,,6340.54,
1548095978000,,,,8429.34,
1548180548000,,,,6308.18,
1548266597000,,,,4317.69,
1548351788000,,,,22377.51,
1548436981000,,,,49612.12,
1548521909000,,,,8587.70,
1548607305000,,,,15433.03,
1548695090000,,,,,134.95
1548784331000,2926.21,,,,
1548872168000,8471.98,,,,
1548959406000,1999.65,,,,
1549048111000,3684.48,,,,
1549136870000,2461.67,,,,
1549225465000,2591.37,,,,
1549312025000,2912.86,,,,
1549400397000,2352.38,,,,
1549488758000,1684.59,,,,
1549576572000,455.56,,,,
1549664587000,2277.70,,,,
1549752194000,1017.16,,,,
1549853106000,4421.15,,,,
1549954624000,1681.83,,,,
1550057114000,3418.21,,,,
1550160727000,516.37,,,,
1550264379000,2582.19,,,,
1550367666000,3137.82,,,,
1550471025000,2688.20,,,,
1550573262000,1918.75,,,,
1550675116000,589.67,,,,
1550776436000,346.35,,,,
1550878296000,10411.35,,,,
1550978228000,3060.95,,,,
1551078586000,3488.93,,,,
1551181750000,3637.13,,,,
1551281880000,9114.13,,,,
1551383524000,1002.91,,,,
1551459490000,1308.74,,,,
1551527005000,,,,,
1551595407000,1583.51,,,,
1551662535000,1026.39,,,,
1551730739000,1422.35,,,,
1551798808000,4262.73,,,,
1551865512000,2549.44,,,,
1551932302000,862.93,,,,
1551999434000,11567.67,,,,
1552066766000,4839.38,,,,
1552134613000,5605.20,,,,
1552201544000,4041.05,,,,
1552268725000,1339.23,,,,
1552336045000,1327.28,,,,
1552403003000,1793.01,,,,
1552470545000,550.92,,,,
1552537130000,,,,,
1552605435000,,,,,
1552671597000,100.07,,,,
1552738081000,,,,,
1552805598000,69.17,,,,
1552872817000,449.28,,,,
1552940619000,,,,,
1553008742000,,,,,
1553075047000,,,,,
1553142018000,,,,,
1553209653000,,,,,
1553277395000,484.38,,,,
1553344849000,1568.78,,,,
1553411888000,,,,,
1553478679000,278.73,,,,
1553546051000,,,,,
1553614241000,,,,,
1553681868000,1445.32,,,,
1553749152000,,,,,
1553816450000,,,,,
1553884334000,463.31,,,,
1553953102000,890.94,,,,
1554019932000,,,,,
1554086578000,,,,,
1554153946000,773.90,,,,
1554222678000,962.35,,,,
1554290288000,1983.11,,,,
1554358137000,90.89,,,,
1554425436000,1189.54,,,,
1554493384000,2094.49,,,,
1554559454000,235.54,,,,
1554626505000,239.99,,,,
1554693632000,514.56,,,,
1554760411000,,,,,
1554827345000,,,,,
1554894627000,,,,,
1554961787000,,,,,
1555029655000,2203.21,,,,
1555096914000,503.63,,,,
1555163830000,1572.60,,,,
1555230712000,288.94,,,,
1555297496000,1266.44,,,,
1555364629000,24.60,,,,
1555431616000,56.35,,,,
1555500111000,22.50,,,,
1555566912000,,,,,
1555634415000,289.80,,,,
1555701653000,3669.90,,,,
1555769476000,1479.02,,,,
1555837014000,665.89,,,,
1555904097000,,,,,
1555970540000,2620.86,,,,
1556038531000,876.95,,,,
1556107407000,5569.06,,,,
1556173928000,4364.88,,,,
1556241200000,4086.06,,,,
1556308450000,2076.86,,,,
1556374991000,911.34,,,,
1556442410000,883.06,,,,
1556509346000,933.93,,,,
1556576806000,,,,,
1556643967000,1193.05,,,,
1556711534000,950.32,,,,
1556778136000,,,,,
1556845234000,,,,,
1556913235000,,,,,
1556979262000,,,,,
1557047080000,459.00,,,,
1557114439000,430.08,,,,
1557182260000,505.21,,,,
1557249608000,1156.55,,,,
1557318081000,,,,,
1557385675000,589.07,,,,
1557453624000,,,,,
1557521031000,528.97,,,,
1557588222000,1405.31,,,,
1557655069000,2691.82,,,,
1557722567000,939.85,,,,
1557790675000,3605.90,,,,
1557857642000,1434.74,,,,
1557924398000,,,,,
1557992058000,1859.64,,,,
1558059268000,1450.42,,,,
1558126732000,516.74,,,,
1558194179000,4562.84,,,,
1558262228000,23.88,,,,
1558329711000,1250.49,,,,
1558397321000,,,,,
1558466162000,1502.74,,,,
1558533192000,2700.62,,,,
1558601405000,1499.26,,,,
1558669169000,,,,,
1558736680000,451.87,,,,
1558803191000,38.52,,,,
1558871016000,431.00,,,,
1558937464000,3095.68,,,,
1559004601000,3898.86,,,,
1559072957000,2752.97,,,,
1559139434000,709.64,,,,
1559206701000,2482.17,,,,
1559274975000,533.73,,,,
1559341699000,13248.35,,,,
1559409902000,5550.95,,,,
1559477256000,5527.75,,,,
1559545066000,5718.86,,,,
1559613008000,10305.08,,,,
1559680478000,4881.17,,,,
1559748180000,4085.43,,,,
1559815480000,1807.68,,,,
1559882780000,3519.08,,,,
1559950737000,1149.25,,,,
1560018665000,356.88,,,,
1560086804000,764.21,,,,
1560153643000,,,,,
1560221421000,1136.17,,,,
1560289199000,530.88,,,,
1560356878000,13061.45,,,,
1560423930000,4387.62,,,,
1560491307000,358.92,,,,
1560558991000,1191.73,,,,
1560626789000,3829.94,,,,
1560694377000,1071.46,,,,
1560761916000,366.91,,,,
1560829590000,,,,,
1560897457000,1487.30,,,,
1560964413000,2751.60,,,,
1561032579000,640.49,,,,
1561100149000,1807.29,,,,
1561168282000,2789.39,,,,
1561234762000,681.69,,,,
1561302398000,359.79,,,,
1561369418000,1968.07,,,,
1561436953000,3529.56,,,,
1561504004000,573.56,,,,
1561570799000,4514.83,,,,
1561638755000,3186.49,,,,
1561706755000,1730.56,,,,
1561774045000,2611.87,,,,
1561840989000,5829.32,,,,
1561907952000,819.48,,,,
1561975491000,2671.55,,,,
1562042620000,1141.82,,,,
1562110262000,946.23,,,,
1562178137000,3346.64,,,,
1562245083000,2612.12,,,,
1562312263000,,,,,
1562380043000,827.86,,,,
1562446275000,,,,,
1562513829000,,,,,
1562580710000,,,,,
1562647935000,2694.75,,,,
1562714668000,743.23,,,,
1562782053000,1476.09,,,,
1562848961000,,,,,
1562916876000,802.02,,,,
1562984792000,1970.28,,,,
1563051887000,1458.30,,,,
1563118325000,363.69,,,,
1563185341000,551.16,,,,
1563253666000,,,,,
1563322130000,2225.34,,,,
1563390506000,,,,,
1563456683000,795.36,,,,
1563524083000,4056.92,,,,
1563591824000,1387.78,,,,
1563657984000,255.01,,,,
1563725454000,294.58,,,,
1563792449000,,,,,
1563858874000,490.44,,,,
1563925785000,,16.80,,,
1563992752000,,1032.50,,,
1564060720000,,1073.92,,,
1564128623000,,,,,
1564194770000,,,,,
1564261351000,,,,,
1564329190000,,417.71,,,
1564395991000,,,,,
1564463477000,,911.63,,,
1564530020000,,5069.39,,,
1564597821000,,2669.72,,,
1564665039000,,,,,
1564732022000,,732.31,,,
1564799107000,,1686.65,,,
1564865751000,,,,,
1564932781000,,61.71,,,
1564999286000,,45.98,,,
1565066439000,,1217.53,,,
1565133760000,,616.54,,,
1565200774000,,48.77,,,
1565267861000,,7037.22,,,
1565334762000,,5470.49,,,
1565401917000,,1036.85,,,
1565468754000,,492.84,,,
1565536629000,,1472.28,,,
1565603145000,,997.18,,,
1565669720000,,,,,
1565737101000,,,,,
1565803734000,,96.79,,,
1565871010000,,,,,
1565938594000,,,,,
1566005643000,,243.56,,,
1566071734000,,490.18,,,
1566139968000,,561.11,,,
1566206924000,,640.05,,,
1566273958000,,545.04,,,
1566340899000,,97.84,,,
1566408719000,,464.19,,,
1566474986000,,,,,
1566542876000,,534.72,,,
1566609532000,,458.38,,,
1566677699000,,49.61,,,
1566744845000,,407.05,,,
1566811311000,,,,,
1566879172000,,48.62,,,
1566946162000,,48.30,,,
1567013670000,,,,,
1567080503000,,1371.70,,,
1567147214000,,,,,
1567214663000,,48.13,,,
1567281961000,,48.15,,,
1567349460000,,120.72,,,
1567416716000,,555.60,,,
1567484031000,,3353.43,,,
1567551463000,,8843.82,,,
1567619231000,,,,,
1567685589000,,4979.44,,,
1567753902000,,1662.36,,,
1567820847000,,,,,
1567887785000,,19311.78,,,
1567955110000,,,,,
1568023141000,,1023.22,,,
1568089878000,,1501.17,,,
1568157833000,,,,,
1568225074000,,2204.12,,,
1568292523000,,,,,
1568360055000,,534.15,,,
1568427970000,,532.22,,,
1568495114000,,75.39,,,
1568562808000,,1072.06,,,
1568630407000,,,,,
1568696458000,,,,,
1568764187000,,,,,
1568830698000,,3716.99,,,
1568898597000,,899.24,,,
1568967137000,,1360.07,,,
1569034094000,,533.36,,,
1569100750000,,532.60,,,
1569168482000,,1462.13,,,
1569236030000,,1598.47,,,
1569303544000,,527.01,,,
1569371996000,,,,,
1569439704000,,2755.77,,,
1569507924000,,,,,
1569575662000,,,1540.72,,
1569642495000,,,,,
1569709939000,,,452.11,,
1569777994000,,,2213.31,,
1569845721000,,,1252.34,,
1569912741000,,,583.08,,
1569979950000,,,,,
1570047984000,,,767.10,,
