timestamp,​0x6690819Cb98c1211A8e38790d6cD48316Ed518Db,​0x2c5E6F3A75b4d0fCdeeaD0fE3C3b32ae8E9B263f,​0xF20b9e713A33F61fA38792d2aFaF1cD30339126A,​0xEee90e509a639E95E3BB502B17A0eEd6E014BFc0,Other
1551595407000,1543.36,,,,
1551662535000,3039.92,,,,
1551730739000,3256.85,,,,
1551798808000,905.89,,,,
1551865512000,588.61,,,,
1551932302000,,,,,
1551999434000,3497.37,,,,
1552066766000,2938.29,,,,
1552134613000,10198.27,,,,
1552201544000,9784.18,,,,
1552268725000,10891.10,,,,
1552336045000,9493.15,,,,
1552403003000,7884.63,,,,
1552470545000,4961.27,,,,
1552537130000,2562.50,,,,
1552605435000,1978.97,,,,
1552671597000,1405.18,,,,
1552738081000,970.71,,,,
1552805598000,4094.02,,,,
1552872817000,5871.54,,,,
1552940619000,4616.10,,,,
1553008742000,3480.44,,,,
1553075047000,4742.66,,,,
1553142018000,3621.54,,,,
1553209653000,2784.15,,,,
1553277395000,1548.76,,,,
1553344849000,300.57,,,,
1553411888000,1729.33,,,,
1553478679000,3609.40,,,,
1553546051000,8546.71,,,,
1553614241000,3102.88,,,,
1553681868000,1085.26,,,,
1553749152000,1132.07,,,,
1553816450000,1775.78,,,,
1553884334000,2305.99,,,,
1553953102000,2346.93,,,,
1554019932000,354.01,,,,
1554086578000,8296.11,,,,
1554153946000,3210.09,,,,
1554222678000,1678.41,,,,
1554290288000,2774.52,,,,
1554358137000,1723.25,,,,
1554425436000,1757.16,,,,
1554493384000,565.03,,,,
1554559454000,949.97,,,,
1554626505000,13532.13,,,,
1554693632000,6854.20,,,,
1554760411000,1630.39,,,,
1554827345000,1397.26,,,,
1554894627000,938.55,,,,
1554961787000,2265.60,,,,
1555029655000,3940.47,,,,
1555096914000,2425.40,,,,
1555163830000,475.69,,,,
1555230712000,4441.52,,,,
1555297496000,1857.49,,,,
1555364629000,1834.99,,,,
1555431616000,2689.07,,,,
1555500111000,550.82,,,,
1555566912000,1291.47,,,,
1555634415000,1424.98,,,,
1555701653000,985.22,,,,
1555769476000,244.81,,,,
1555837014000,2983.03,,,,
1555904097000,7464.61,,,,
1555970540000,3570.92,,,,
1556038531000,3495.91,,,,
1556107407000,2853.14,,,,
1556173928000,3066.17,,,,
1556241200000,2204.98,,,,
1556308450000,3428.60,,,,
1556374991000,2210.40,,,,
1556442410000,310.23,,,,
1556509346000,7251.00,,,,
1556576806000,886.89,,,,
1556643967000,2290.80,,,,
1556711534000,21.38,,,,
1556778136000,1.28,,,,
1556845234000,429.83,,,,
1556913235000,1237.26,,,,
1556979262000,6192.01,,,,
1557047080000,1973.41,,,,
1557114439000,1049.93,,,,
1557182260000,1671.33,,,,
1557249608000,1154.56,,,,
1557318081000,2026.40,,,,
1557385675000,1921.81,,,,
1557453624000,3118.00,,,,
1557521031000,3763.79,,,,
1557588222000,3633.50,,,,
1557655069000,3366.21,,,,
1557722567000,6239.62,,,,
1557790675000,3822.48,,,,
1557857642000,6158.11,,,,
1557924398000,1703.78,,,,
1557992058000,9581.01,,,,
1558059268000,4731.53,,,,
1558126732000,4469.70,,,,
1558194179000,794.28,,,,
1558262228000,1108.11,,,,
1558329711000,702.29,,,,
1558397321000,62.97,,,,
1558466162000,6365.16,,,,
1558533192000,4384.76,,,,
1558601405000,893.29,,,,
1558669169000,1502.37,,,,
1558736680000,1031.46,,,,
1558803191000,4105.56,,,,
1558871016000,6733.45,,,,
1558937464000,2268.61,,,,
1559004601000,1013.45,,,,
1559072957000,2174.57,,,,
1559139434000,714.92,,,,
1559206701000,615.53,,,,
1559274975000,2108.85,,,,
1559341699000,445.05,,,,
1559409902000,1251.87,,,,
1559477256000,1449.56,,,,
1559545066000,361.78,,,,
1559613008000,6563.94,,,,
1559680478000,752.10,,,,
1559748180000,2503.60,,,,
1559815480000,608.22,,,,
1559882780000,1721.09,,,,
1559950737000,2429.91,,,,
1560018665000,7340.88,,,,
1560086804000,355.90,,,,
1560153643000,404.09,,,,
1560221421000,5089.12,,,,
1560289199000,2786.04,,,,
1560356878000,579.18,,,,
1560423930000,1242.11,,,,
1560491307000,4912.40,,,,
1560558991000,382.78,,,,
1560626789000,578.01,,,,
1560694377000,1206.86,,,,
1560761916000,1618.97,,,,
1560829590000,2645.18,,,,
1560897457000,2948.59,,,,
1560964413000,215.27,,,,
1561032579000,4653.00,,,,
1561100149000,12578.94,,,,
1561168282000,9567.58,,,,
1561234762000,2247.91,,,,
1561302398000,3145.50,,,,
1561369418000,4596.85,,,,
1561436953000,59.97,,,,
1561504004000,4239.03,,,,
1561570799000,3654.85,,,,
1561638755000,5090.75,,,,
1561706755000,5905.22,,,,
1561774045000,2229.66,,,,
1561840989000,,,,,
1561907952000,818.30,,,,
1561975491000,435.08,,,,
1562042620000,1945.40,,,,
1562110262000,13635.90,,,,
1562178137000,3970.76,,,,
1562245083000,10692.52,,,,
1562312263000,6615.69,,,,
1562380043000,13048.19,,,,
1562446275000,6413.04,,,,
1562513829000,3549.20,,,,
1562580710000,1141.77,,,,
1562647935000,40612.43,,,,
1562714668000,7406.27,,,,
1562782053000,15845.46,,,,
1562848961000,6008.34,,,,
1562916876000,8408.07,,,,
1562984792000,4540.51,,,,
1563051887000,4906.61,,,,
1563118325000,5662.27,,,,
1563185341000,7653.50,,,,
1563253666000,10210.70,,,,
1563322130000,5147.56,,,,
1563390506000,2544.48,,,,
1563456683000,6184.47,,,,
1563524083000,1666.16,,,,
1563591824000,223.69,,,,
1563657984000,2111.10,,,,
1563725454000,1621.50,,,,
1563792449000,402.65,,,,
1563858874000,8841.35,,,,
1563925785000,1510.37,,,3870.35,
1563992752000,,,,1735.19,
1564060720000,,,,1434.03,
1564128623000,,,,731.02,
1564194770000,,,,717.06,
1564261351000,,,,1649.30,
1564329190000,,,,266.71,
1564395991000,,,,94.02,
1564463477000,,,,6503.55,
1564530020000,,,,544.62,
1564597821000,,,,2157.50,
1564665039000,,,,2223.69,
1564732022000,,,,675.54,
1564799107000,,,,1226.32,
1564865751000,,,,5970.29,
1564932781000,,,,9546.79,
1564999286000,,,,5527.16,
1565066439000,,,,8911.85,
1565133760000,,,,2484.45,
1565200774000,,,,2959.45,
1565267861000,,,,1359.17,
1565334762000,,,,2382.44,
1565401917000,,,,3244.78,
1565468754000,,,,425.52,
1565536629000,,,,1129.81,
1565603145000,,,,9961.23,
1565669720000,,,,1504.16,
1565737101000,,,,1175.90,
1565803734000,,,,2070.97,
1565871010000,,,,5689.41,
1565938594000,,,,2330.87,
1566005643000,,,,2711.63,
1566071734000,,,,1945.28,
1566139968000,,,,3913.70,
1566206924000,,,,1101.59,
1566273958000,,,,635.31,
1566340899000,,,,936.04,
1566408719000,,,,6566.89,
1566474986000,,,,5561.53,
1566542876000,,,,2592.12,
1566609532000,,,,2204.13,
1566677699000,,,,1494.28,
1566744845000,,,,9337.19,
1566811311000,,,,5321.37,
1566879172000,,,,3405.32,
1566946162000,,,,2523.91,
1567013670000,,,,3365.68,
1567080503000,,,,2555.33,
1567147214000,,,,5238.40,
1567214663000,,,,3701.07,
1567281961000,,,,318.43,
1567349460000,,,,4097.81,
1567416716000,,,,5301.07,
1567484031000,,,,2164.03,
1567551463000,,,,539.79,
1567619231000,,,,39.78,
1567685589000,,,,1333.62,
1567753902000,,,,2088.86,
1567820847000,,,,1293.77,
1567887785000,,,,3950.66,
1567955110000,,,,3263.91,
1568023141000,,,,1100.47,
1568089878000,,,,6123.41,
1568157833000,,,,,
1568225074000,,,,497.46,
1568292523000,,,,1409.38,
1568360055000,,,,,
1568427970000,,,,307.32,
1568495114000,,,,306.48,
1568562808000,,,,1575.10,
1568630407000,,,,282.52,
1568696458000,,,,509.08,
1568764187000,,,,1012.62,
1568830698000,,,,2504.82,
1568898597000,,,,399.10,
1568967137000,,,,2101.97,
1569034094000,,,,542.15,
1569100750000,,,,517.16,
1569168482000,,,,797.24,
1569236030000,,,,938.83,
1569303544000,,,,,
1569371996000,,,,829.34,
1569439704000,,,,1057.90,
1569507924000,,,,200.58,
1569575662000,,,,,
1569642495000,,,,,530.99
1569709939000,,,,,23.59
1569777994000,,,,,317.67
1569845721000,,,,,
1569912741000,,,,,513.98
1569979950000,,,,,80.52
1570047984000,,,,,
