timestamp,METUSDB,PEGUSDB,JRTUSDB,GRIGUSDB,NEXOUSDB,ETHUSDB,ZRXUSDB,pBTCUSDB,MLNUSDB,LOOMUSDB,DAIUSDB,ENJUSDB,TBCUSDB,USDTUSDB,OMGUSDB,EMIT1USDB,FCOUSDB,BUSDUSDB,KNCUSDB,BATUSDB,sUSDUSDB,NMRUSDB,XIOUSDB,REPUSDB,MKRUSDB,TUSDUSDB,DZARUSDB,RLCUSDB,POWRUSDB,USDCUSDB,CEEKUSDB,Other
1577522505000,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1577608077000,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1577694534000,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,14.24,0.00,0.00,0.00,0.00,0.00
1577780675000,0.00,0.00,0.00,0.00,6.12,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,16.48,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1577867606000,42.91,0.00,166.67,0.00,10.19,0.00,10.40,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,11.21,0.00,0.00,0.00,0.00,0.00,0.00,28.53,0.00,0.00,0.00,0.00,0.00
1577953849000,0.00,0.00,11.46,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,6.31,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1578024307000,399.47,0.00,60.25,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,10.15,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,6.58,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1578089567000,0.00,0.00,1003.58,0.00,6.65,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,96.26,0.00,0.00,0.00,0.00,0.00
1578155702000,0.00,0.00,171.70,0.00,0.00,0.00,0.00,0.00,0.00,4.98,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,79.78,0.00,0.00,0.00,0.00,0.00
1578222155000,0.00,0.00,26.25,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.63,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.98,0.00,0.00,78.00,0.00,0.00,0.00,0.00,0.91
1578289002000,139.67,0.00,1.66,0.00,9.37,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,10.05,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,161.51,0.00,0.00,0.00,0.00,0.00
1578353909000,140.06,0.00,6.55,0.00,0.00,0.00,6.99,0.00,0.00,0.00,0.00,0.00,0.00,0.00,3.89,0.00,0.00,0.00,16.76,0.00,0.00,0.00,0.00,0.00,7.03,0.00,305.99,0.00,0.00,0.00,0.00,0.00
1578419979000,4.30,0.00,16.32,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,5.50,0.00,7.05,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,99.97,0.00,0.00,0.00,0.00,0.00
1578486541000,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2.84,0.00,0.00,23.84,0.00,0.00,0.00,0.00,0.00
1578552930000,0.00,0.00,0.00,0.00,0.00,0.00,13.97,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,595.06,0.00,0.00,0.24,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1578619287000,0.00,0.00,18.17,0.00,0.00,0.00,0.00,0.00,0.00,3.74,167.91,9.46,0.00,0.00,0.00,0.00,0.00,0.00,15.21,0.00,14.62,0.00,0.00,0.00,0.00,1.79,14.48,0.00,0.00,0.00,0.00,0.00
1578685120000,3.50,0.00,116.31,0.00,2.23,0.00,0.00,0.00,0.00,3.71,638.53,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,192.89,0.00,0.00,0.00,0.00,0.00,290.24,0.00,0.00,0.00,0.00,0.00
1578750706000,142.66,0.00,73.53,0.00,4.30,0.00,0.05,0.00,0.00,0.00,854.13,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,255.15,0.00,0.00,0.14,4.11,0.00,285.74,0.00,0.00,0.00,0.00,0.00
1578817019000,0.00,0.00,108.58,0.00,5.36,0.00,0.00,0.00,0.00,5.01,391.54,0.00,0.00,0.00,0.00,0.00,0.00,0.00,5.26,4.71,733.51,0.00,0.00,0.00,0.00,0.00,163.52,0.00,0.00,0.00,0.00,0.00
1578883653000,0.00,0.00,147.31,0.00,0.00,0.00,0.00,0.00,0.00,0.00,749.09,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,277.63,0.00,0.00,1.13,0.00,0.00,14.16,0.00,0.00,0.00,0.00,0.00
1578949757000,14.53,0.00,348.33,0.00,6.12,0.00,0.00,0.00,0.00,0.00,225.12,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,21.71,0.00,0.00,0.00,0.00,0.66,0.00,0.00,0.00,6.11,0.00,0.00
1579016096000,376.17,0.00,91.90,0.00,2.14,0.00,0.00,0.00,0.00,0.00,819.71,0.00,0.00,8.24,0.00,0.00,0.00,0.00,0.00,0.00,435.83,0.00,0.00,0.00,0.00,0.49,0.00,0.00,0.00,0.00,0.00,0.00
1579081954000,1385.66,0.00,3747.88,0.00,0.00,0.00,9.39,0.00,0.00,9.11,2146.39,0.00,0.00,1.63,6.91,0.00,0.00,0.00,0.00,5.47,1065.22,0.00,0.00,9.13,0.00,0.00,0.00,0.00,0.00,19.99,0.00,0.00
1579148383000,391.57,0.00,1092.81,0.00,5.32,0.00,9.84,0.00,0.00,0.00,1271.66,0.00,0.00,3.02,5.49,0.00,0.00,0.00,12.69,4.69,162.06,0.00,0.00,40.84,0.00,0.00,0.87,0.00,0.00,0.76,0.00,0.00
1579214922000,91.11,0.00,299.76,0.00,5.34,0.00,0.00,0.00,0.00,4.33,2021.13,4.95,0.00,1.50,0.00,0.00,0.00,0.00,0.00,4.58,546.78,0.00,0.00,21.49,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1579280624000,92.72,0.00,828.10,0.00,7.37,0.00,0.00,0.00,0.00,5.42,1024.96,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,528.45,0.00,0.00,4.69,0.00,0.99,0.02,0.00,0.00,0.00,0.00,0.00
1579347347000,17.23,0.00,617.70,0.00,0.00,0.00,0.00,0.00,0.00,0.00,526.04,0.00,0.00,0.00,6.14,0.00,0.00,0.00,6.02,0.00,146.31,0.00,0.00,4.65,0.00,0.07,0.00,0.00,0.00,1.33,0.00,0.00
1579413511000,0.00,0.00,621.32,0.00,0.00,0.00,0.00,0.00,0.00,4.34,102.99,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,56.14,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1579478830000,224.53,0.00,1344.52,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1121.01,5.15,0.00,0.29,0.00,0.00,0.00,0.00,5.22,0.00,177.76,0.00,0.00,4.55,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1579545025000,27.59,0.00,814.53,0.00,0.00,0.00,0.00,0.00,0.00,0.81,590.09,0.00,0.00,3.31,6.40,0.00,0.00,0.79,0.00,0.00,239.12,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.18,0.00,0.00
1579611805000,0.00,0.00,877.15,0.00,7.70,0.00,0.00,0.00,0.00,4.74,42.16,0.00,0.00,1.27,0.00,0.00,0.00,0.00,0.00,0.00,184.79,0.00,0.00,0.00,0.00,0.00,0.03,0.00,0.00,1.26,0.00,0.00
1579677809000,0.00,0.00,1139.16,0.00,5.02,0.00,0.00,0.00,0.00,0.00,129.96,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,253.89,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1579743734000,0.00,0.00,205.08,0.00,0.00,0.00,0.00,0.00,0.00,0.00,95.79,0.00,2.13,0.00,0.00,0.00,0.00,0.00,0.00,0.00,230.08,0.00,0.00,2.23,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1579809487000,0.00,0.00,135.18,0.00,0.00,0.00,0.00,0.00,0.00,0.00,93.08,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,86.78,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.74,0.00,0.00
1579875656000,0.00,0.00,850.23,0.00,0.00,0.00,0.00,0.00,0.00,0.00,252.44,0.00,2.52,3.18,0.00,0.00,0.00,0.00,0.00,0.00,91.03,4.97,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1579942470000,0.00,0.00,1034.31,0.00,0.00,0.00,0.91,0.00,0.00,0.00,176.77,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,198.19,0.00,0.00,4.36,0.00,0.00,0.00,0.00,0.00,0.87,0.00,0.00
1580008905000,0.00,0.00,85.62,0.00,0.00,0.00,2.06,0.00,2.59,0.00,45.46,0.00,0.00,0.38,0.00,0.00,0.00,0.00,0.00,0.00,233.47,0.00,0.00,1.54,0.00,0.76,0.00,0.00,0.00,0.00,0.00,0.00
1580075378000,0.00,0.00,212.01,0.00,0.00,0.00,0.00,0.00,3.08,0.00,64.36,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1580140949000,64.64,0.00,64.10,0.00,8.35,0.00,0.00,0.00,0.00,0.00,927.01,0.00,94.91,1.97,0.00,0.00,0.00,0.00,0.00,0.00,306.04,18.65,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1580207544000,105.01,0.00,237.18,0.00,19.44,0.00,0.00,0.00,0.00,0.00,1173.73,0.00,19.56,1.38,0.00,0.00,0.00,0.00,0.00,0.00,366.46,0.00,0.00,0.18,0.00,0.00,0.00,0.00,0.00,3.91,0.00,0.00
1580274029000,65.14,0.00,1861.55,0.00,12.15,0.00,0.00,0.00,0.00,0.00,48.99,0.00,2.91,3.45,4.06,0.00,0.00,0.00,9.27,0.00,69.57,9.31,0.00,0.00,0.00,0.40,0.00,0.00,0.00,0.25,0.00,0.00
1580339534000,108.56,0.00,104.46,0.00,0.00,0.00,0.00,0.00,0.00,0.00,76.64,0.00,17.66,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1125.65,4.48,0.00,0.00,0.00,0.00,0.00,21.59,0.00,1.26,0.00,0.00
1580406992000,352.69,0.00,1641.81,0.00,8.86,0.00,0.00,0.00,0.00,0.00,640.91,34.83,0.00,1.77,0.00,0.00,0.00,0.00,0.00,0.00,1270.38,0.00,0.00,0.00,0.00,0.00,0.00,7.06,0.00,1.84,0.00,0.00
1580473564000,418.78,0.00,2401.21,0.00,0.00,0.00,0.00,0.00,0.00,0.00,263.50,0.00,0.00,0.67,5.46,0.00,0.00,0.00,0.00,0.00,234.06,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1580539420000,219.82,0.00,468.45,0.00,1.16,0.00,0.00,0.00,0.00,0.00,463.43,0.00,2.22,1.14,0.00,0.00,0.00,0.00,0.00,0.00,13.15,0.00,0.00,0.00,0.00,0.00,0.00,4.97,0.00,1.05,0.00,0.00
1580606033000,210.97,0.00,733.46,0.00,0.00,0.00,0.00,0.00,0.00,0.00,555.13,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,325.12,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.87,0.00,0.00
1580671738000,140.49,0.00,969.21,0.00,1.38,0.00,0.00,0.00,0.00,0.00,309.50,6.59,5.53,5.88,6.40,0.00,0.00,0.00,0.00,0.00,151.82,0.00,0.00,0.00,0.00,0.00,0.00,4.96,0.00,1.38,0.00,0.00
1580738515000,0.00,0.00,134.92,0.00,0.00,0.00,0.00,0.00,0.00,0.00,332.15,0.00,0.00,2.13,0.00,0.00,0.00,0.00,0.00,0.00,154.38,0.00,0.00,0.00,0.00,0.30,0.00,7.06,0.00,1.41,0.00,0.00
1580804634000,0.00,0.00,743.01,0.00,0.00,0.00,0.00,0.00,0.00,0.00,172.50,15.12,0.00,0.56,0.00,0.00,0.00,0.00,0.00,0.00,168.84,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,56.93,0.00,0.00
1580870473000,0.00,0.00,841.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,193.01,9.84,0.00,0.00,0.00,0.00,0.00,0.00,35.96,0.00,347.24,0.00,0.00,2.70,0.00,13.67,0.00,0.00,0.00,156.12,0.00,0.00
1580937544000,253.67,0.00,923.66,0.00,0.00,0.00,0.00,0.00,0.00,0.00,89.82,8.16,0.00,2.05,0.00,0.00,0.00,0.00,0.00,0.00,434.36,0.00,0.00,0.00,0.00,0.00,0.39,0.00,0.00,0.00,0.00,0.00
1581003923000,399.78,0.00,460.25,0.00,5.72,0.00,1.93,0.00,0.00,0.00,539.17,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,444.71,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,3.91,0.00,0.00
1581070815000,229.61,0.00,346.81,0.00,4.26,0.00,8.38,0.00,0.00,0.00,123.64,0.00,0.00,0.91,14.71,0.00,0.00,0.00,0.00,0.00,159.41,0.00,0.00,0.00,0.00,0.81,0.00,0.00,0.00,0.29,0.00,0.00
1581136942000,0.00,0.00,230.82,0.00,0.00,0.00,4.37,0.00,0.00,0.00,261.84,0.00,5.45,0.02,0.00,0.00,0.00,0.00,0.00,0.00,500.52,2.37,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.35,0.00,0.00
1581203771000,122.36,0.00,250.77,0.00,1.11,0.00,0.00,0.00,0.00,0.00,409.64,0.00,0.00,0.50,0.00,0.00,0.00,0.00,0.00,0.00,61.87,6.13,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.50,0.00,0.00
1581270103000,121.28,0.00,459.68,0.00,0.00,0.00,8.35,0.00,0.00,13.79,349.33,0.00,0.00,0.20,0.00,0.00,0.00,0.00,0.00,0.00,136.86,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.20,0.00,0.00
1581335929000,93.54,0.00,305.79,0.00,18.33,0.00,0.00,0.00,0.00,5.32,230.24,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,41.94,739.34,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,15.10,0.00,0.00
1581401893000,0.00,0.00,22.37,0.00,0.00,0.00,0.00,0.00,0.00,0.00,201.62,0.00,22.01,0.00,0.00,0.00,0.00,0.00,0.00,0.00,315.65,0.00,0.00,0.00,0.00,0.92,0.00,0.00,0.00,3.81,0.00,0.00
1581467757000,344.46,0.00,796.30,0.00,0.00,0.00,0.00,0.00,0.00,6.39,327.32,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,183.11,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.59,0.00,0.00
1581534775000,641.18,0.00,1081.78,0.00,12.33,0.00,0.00,0.00,0.00,159.00,206.93,0.00,5.67,0.00,9.30,0.00,0.00,0.00,8.44,11.12,664.65,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.18,0.00,0.00
1581601371000,424.91,0.00,657.21,0.00,0.00,0.00,0.00,0.00,0.00,7.28,1006.76,0.00,0.00,6.59,0.00,0.00,0.00,0.00,0.00,0.00,42.99,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1581667889000,139.64,0.00,644.96,0.00,0.00,0.00,17.08,0.00,0.00,0.00,304.43,0.00,0.00,6.70,0.00,0.00,0.00,0.00,11.91,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1581735090000,907.04,0.00,437.22,0.00,0.00,0.00,4.14,0.00,0.00,0.00,322.92,0.00,0.00,0.00,11.47,0.00,0.00,0.00,0.00,0.00,4231.02,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1581801012000,267.06,0.00,308.25,0.00,0.00,0.00,0.45,0.00,0.00,18.31,373.35,0.00,31.03,0.00,0.00,0.00,0.00,0.00,18.60,0.00,132.90,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,10.99,0.00,0.00
1581867297000,123.39,0.00,124.86,0.00,0.00,0.00,0.07,0.00,0.00,17.25,130.00,0.00,0.00,1.02,12.33,0.00,0.00,0.00,0.00,9.42,486.84,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1581934143000,906.59,0.00,14701.13,0.00,0.00,0.00,11.15,0.00,0.00,6.30,1367.31,0.00,4.25,0.16,9.17,0.00,0.00,0.00,7.13,6.42,471.46,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.03,0.00,0.00
1582000509000,1863.83,0.00,1194.18,0.00,0.00,0.00,73.68,0.00,0.00,0.00,1825.87,0.00,0.00,0.00,0.00,0.00,0.00,0.00,17.45,0.00,7878.61,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.89,0.00,0.00
1582067542000,1502.93,0.00,7967.10,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1222.04,0.00,0.00,0.00,11.72,0.00,0.00,0.00,18.33,12.54,911.71,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,3.66,0.00,0.00
1582133190000,0.00,0.00,57.91,0.00,0.00,0.00,0.00,0.00,0.00,5.89,61.85,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,619.87,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,17.40,0.00,0.00
1582200448000,517.37,0.00,341.42,0.00,8.20,0.00,0.00,0.00,0.00,6.95,1427.46,0.00,0.00,0.00,9.12,0.00,0.00,0.00,26.70,8.09,400.79,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.61,0.00,0.00
1582266380000,66.41,0.00,683.15,0.00,0.00,0.00,0.00,0.00,0.00,107.95,2844.39,0.00,0.00,0.00,7.88,0.00,0.00,0.00,7.20,0.00,1810.50,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.57,0.00,0.00
1582333413000,156.43,0.00,165.84,0.00,0.00,0.00,0.00,0.00,0.00,81.36,1113.88,0.00,0.00,0.00,0.00,0.00,0.00,0.00,7.99,0.00,268.47,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1582399143000,94.71,0.00,97.31,0.00,0.00,0.00,0.00,0.00,0.00,43.65,373.71,0.00,0.00,0.00,0.00,0.00,0.00,0.00,7.18,0.00,45.15,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1582465707000,391.86,0.00,175.19,0.00,0.00,0.00,0.00,0.00,0.00,0.00,530.00,0.00,0.00,618.46,0.00,0.00,0.00,0.00,7.39,0.00,100.15,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1582531881000,142.71,0.00,208.76,0.00,0.00,0.00,0.00,0.00,0.00,0.00,224.61,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,771.72,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1582598476000,114.18,0.00,263.13,0.00,0.00,0.00,0.00,0.00,0.00,0.00,67.34,0.00,0.00,69.67,0.00,0.00,0.00,0.00,0.00,0.00,115.28,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1582665672000,413.17,0.00,237.79,0.00,26.30,0.00,19.38,0.00,0.00,0.00,91.38,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,383.12,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1582731413000,346.76,0.00,758.11,0.00,11.74,0.00,0.00,0.00,0.00,0.00,826.55,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,445.69,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,9.31,0.00,0.00
1582796992000,541.94,0.00,911.46,0.00,7.09,0.00,12.37,0.00,3.87,17.04,1201.86,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,156.39,0.00,0.00,0.00,0.00,4.50,0.00,0.00,0.00,0.00,0.00,0.00
1582864648000,177.85,0.00,65.78,0.00,0.00,0.00,0.00,0.00,0.00,38.50,120.32,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,182.42,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1582931070000,230.49,0.00,190.18,0.00,0.00,0.00,0.00,0.00,0.00,10.86,850.86,0.00,0.00,3.70,0.00,0.00,0.00,0.00,0.00,0.00,70.63,0.00,0.00,0.00,0.00,0.01,0.00,0.00,0.00,0.00,0.00,0.00
1582996859000,214.52,0.00,322.48,0.00,0.00,0.00,0.00,0.00,0.00,11.89,1139.37,0.00,0.00,69.19,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,18.19,0.00,0.00,0.00,0.00,0.00,0.00
1583063511000,273.81,0.00,58.56,0.00,0.00,0.00,0.00,0.00,0.00,0.00,449.92,0.00,0.00,0.00,0.00,0.00,0.00,0.00,38.92,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,3.79,0.00,0.00
1583130367000,432.92,0.00,336.82,0.00,0.00,0.00,0.00,0.00,0.00,4.98,548.10,0.00,0.00,20.73,18.29,0.00,0.00,0.00,27.41,0.00,56.58,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,16.58,0.00,0.00
1583195979000,377.72,0.00,170.08,0.00,7.12,0.00,0.00,0.00,0.00,5.95,287.43,0.00,0.00,0.55,0.00,0.00,0.00,0.00,9.91,0.00,202.13,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.06,0.00,0.00
