timestamp,METUSDB,PEGUSDB,JRTUSDB,GRIGUSDB,NEXOUSDB,ZRXUSDB,ETHUSDB,pBTCUSDB,MLNUSDB,LOOMUSDB,DAIUSDB,ENJUSDB,TBCUSDB,USDTUSDB,OMGUSDB,EMIT1USDB,FCOUSDB,BUSDUSDB,KNCUSDB,BATUSDB,sUSDUSDB,NMRUSDB,XIOUSDB,REPUSDB,MKRUSDB,TUSDUSDB,DZARUSDB,RLCUSDB,POWRUSDB,USDCUSDB,CEEKUSDB,Other
1578685120000,10617.91,0.00,823.09,0.00,134.18,214.82,0.00,0.00,6.46,117.03,10220.65,124.51,27.81,0.00,144.53,0.00,0.00,0.00,116.75,121.74,7397.24,0.00,0.00,103.76,102.47,110.48,5166.78,0.00,0.00,0.00,0.00,0.00
1578750706000,10760.57,0.00,842.80,0.00,138.48,214.77,0.00,0.00,6.46,117.03,10338.84,124.51,27.81,0.00,144.53,0.00,0.00,0.00,116.75,121.74,7470.13,0.00,0.00,103.91,106.57,110.48,4646.07,0.00,0.00,0.00,0.00,0.00
1578817019000,10760.57,0.00,1209.44,0.00,143.84,214.77,0.00,0.00,6.46,122.04,10245.49,124.51,27.81,0.00,144.53,0.00,0.00,0.00,122.01,126.45,7451.69,0.00,0.00,103.91,106.57,110.48,4114.15,0.00,0.00,0.00,0.00,0.00
1578883653000,10760.57,0.00,2351.44,0.00,143.84,214.77,0.00,0.00,6.46,122.04,10880.19,124.51,27.81,0.00,144.53,0.00,0.00,0.00,122.01,126.45,7421.79,0.00,0.00,102.78,106.57,110.48,0.00,0.00,0.00,0.00,0.00,0.00
1578949757000,10775.10,0.00,2619.93,0.00,137.90,214.77,0.00,0.00,6.46,122.04,10847.17,124.51,27.81,0.00,144.53,0.00,0.00,0.00,122.01,126.45,7435.76,0.00,0.00,102.78,106.57,109.82,0.00,0.00,0.00,118.94,0.00,0.00
1579016096000,11151.27,0.00,2900.12,0.00,135.83,214.77,0.00,0.00,6.46,122.04,10899.46,124.51,27.81,159.95,144.53,0.00,0.00,0.00,122.01,126.45,7394.16,0.00,0.00,102.78,106.57,109.34,0.00,0.00,0.00,118.94,0.00,0.00
1579081954000,10866.38,0.00,4384.66,0.00,135.83,224.16,0.00,0.00,6.46,121.78,10358.06,124.51,27.81,158.32,151.44,0.00,0.00,0.00,122.01,131.92,7542.03,0.00,0.00,111.91,106.57,109.34,0.00,0.00,0.00,120.39,0.00,0.00
1579148383000,10640.60,0.00,5875.90,0.00,130.66,234.00,0.00,0.00,6.46,121.78,10441.75,124.51,27.81,158.49,156.93,0.00,0.00,0.00,134.70,136.61,7457.30,0.00,0.00,132.51,106.57,109.34,1.09,0.00,0.00,119.63,0.00,0.00
1579214922000,10616.27,0.00,6673.14,0.00,125.48,234.00,0.00,0.00,6.46,117.47,10293.57,129.46,27.81,156.99,156.93,0.00,0.00,0.00,134.70,132.05,7508.51,0.00,0.00,138.77,106.57,109.34,1.09,0.00,0.00,119.63,0.00,0.00
1579280624000,10708.99,0.00,6627.67,0.00,132.84,234.00,0.00,0.00,6.46,122.89,10366.54,129.46,27.81,156.99,156.93,0.00,0.00,0.00,134.70,132.05,7485.29,0.00,0.00,134.09,106.57,110.33,1.07,0.00,0.00,119.63,0.00,0.00
1579347347000,10692.16,0.00,6619.77,0.00,132.84,234.00,0.00,0.00,6.46,122.89,10391.86,129.46,27.81,156.99,163.07,0.00,0.00,0.00,140.72,132.05,7530.58,0.00,0.00,129.45,106.57,110.26,1.07,0.00,0.00,120.35,0.00,0.00
1579413511000,10692.16,0.00,6632.95,0.00,132.84,234.00,0.00,0.00,6.46,127.23,10310.46,129.46,27.81,209.27,163.07,0.00,0.00,0.00,140.72,132.05,7474.55,0.00,0.00,129.45,106.57,110.26,1.07,0.00,0.00,120.35,0.00,0.00
1579478830000,10685.78,0.00,6781.22,0.00,132.84,234.00,0.00,0.00,6.46,127.23,10366.66,124.35,27.81,209.56,163.07,0.00,0.00,0.00,135.54,132.05,7531.57,0.00,0.00,124.91,106.57,110.26,1.07,0.00,0.00,120.35,0.00,0.00
1579545025000,10658.27,0.00,7955.09,0.00,132.84,234.00,0.00,0.00,6.46,128.04,10323.02,124.35,27.81,208.58,156.71,0.00,0.00,101.79,135.54,132.05,7396.24,0.00,0.00,124.91,106.57,110.26,1.07,0.00,0.00,121.53,0.00,0.00
1579611805000,10658.27,0.00,8188.96,0.00,125.89,234.56,0.00,0.00,6.46,123.31,10303.23,124.86,27.81,207.79,157.27,0.00,0.00,102.30,136.13,132.62,7425.69,110.50,0.00,125.51,107.10,110.76,1.10,101.50,0.80,120.77,0.00,0.00
1579677809000,10658.27,0.00,7933.17,0.00,130.91,234.56,0.00,0.00,6.46,123.31,10314.19,124.86,27.81,248.81,157.27,0.00,0.00,102.30,136.13,132.62,7518.33,110.50,0.00,125.51,107.10,110.76,1.10,101.50,0.80,120.77,0.00,0.00
1579743734000,10658.27,0.00,7808.51,0.00,130.91,234.56,0.00,0.00,6.46,123.31,10359.19,124.86,110.09,248.81,157.27,0.00,0.00,102.30,136.13,132.62,7429.03,110.50,0.00,126.61,107.10,110.76,1.10,101.50,0.80,120.77,0.00,0.00
1579809487000,10658.27,0.00,7821.37,0.00,130.91,234.56,0.00,0.00,6.46,123.31,10452.10,124.86,110.09,248.81,157.27,0.00,0.00,102.30,136.13,132.62,7511.60,110.50,0.00,126.61,107.10,110.76,1.10,101.50,0.80,121.51,0.00,0.00
1579875656000,10658.27,0.00,7466.32,0.00,130.91,234.56,0.00,0.00,6.46,123.31,10412.43,124.86,114.95,252.00,157.27,0.00,0.00,102.30,136.13,132.62,7602.09,105.63,0.00,126.61,107.10,110.76,1.10,101.50,0.80,121.51,0.00,0.00
1579942470000,10658.27,0.00,7619.50,0.00,130.91,233.70,0.00,0.00,6.46,123.31,10362.16,124.86,114.95,252.00,157.27,0.00,0.00,102.30,136.13,132.62,7476.86,105.63,0.00,130.97,107.10,110.76,1.10,101.50,0.80,120.64,0.00,0.00
1580008905000,10658.27,0.00,7529.53,0.00,130.91,231.74,0.00,0.00,9.05,123.31,10358.79,124.86,114.95,251.62,157.27,0.00,0.00,102.30,136.13,132.62,7495.34,105.63,0.00,129.43,107.10,110.00,1.10,101.50,0.80,120.64,0.00,0.00
1580075378000,10658.27,0.00,7846.56,0.00,130.91,231.74,0.00,0.00,9.38,123.31,10296.60,124.86,114.95,251.62,157.27,0.00,0.00,102.30,136.13,132.62,7495.34,105.63,0.00,129.43,107.10,110.00,1.10,101.50,0.80,120.64,0.00,0.00
1580140949000,10722.91,0.00,7888.54,0.00,139.26,231.74,0.00,0.00,9.38,123.31,10331.77,124.86,108.21,249.65,157.27,0.00,0.00,102.30,136.13,132.62,7465.11,103.66,0.00,129.43,107.10,110.00,1.10,101.50,0.80,120.64,0.00,0.00
1580207544000,10827.92,0.00,8133.37,0.00,140.10,231.74,0.00,0.00,9.38,123.31,10391.04,124.86,87.32,251.03,157.27,0.00,0.00,102.30,136.13,132.62,7517.65,103.66,0.00,129.61,107.10,110.00,1.10,101.50,0.80,120.75,0.00,0.00
1580274029000,10893.06,0.00,8525.21,0.00,152.24,231.74,0.00,0.00,9.38,123.31,10342.28,124.86,90.23,251.89,161.33,0.00,0.00,102.30,145.39,132.62,7451.64,103.39,0.00,129.61,107.10,110.40,1.10,101.50,0.80,121.00,0.00,0.00
1580339534000,11001.63,0.00,8501.00,0.00,152.24,231.74,0.00,0.00,9.38,123.31,10375.69,124.86,72.60,251.89,161.33,0.00,0.00,102.30,145.39,132.62,7517.17,107.87,0.00,129.61,107.10,110.40,1.10,123.09,0.80,121.25,0.00,0.00
1580406992000,11049.08,0.00,8616.65,0.00,161.10,231.74,0.00,0.00,9.38,123.31,10378.58,145.18,72.60,253.66,161.33,0.00,0.00,102.30,145.39,132.62,7549.08,107.87,0.00,129.61,107.10,110.40,1.10,130.15,0.80,121.30,0.00,0.00
1580473564000,11138.70,0.00,10247.80,0.00,161.10,231.74,0.00,0.00,9.38,123.31,10324.03,145.18,72.60,252.99,166.79,0.00,0.00,102.30,145.39,132.62,7495.35,107.87,0.00,129.61,107.10,110.40,1.10,130.15,0.80,121.30,0.00,0.00
1580539420000,11203.05,0.00,10200.37,0.00,159.98,231.74,0.00,0.00,9.38,123.31,10319.28,145.18,74.83,251.85,166.79,0.00,0.00,102.30,145.39,132.62,7482.23,107.87,0.00,129.61,107.10,110.40,1.10,135.12,0.80,120.96,0.00,0.00
1580606033000,11239.75,0.00,10044.31,0.00,159.98,231.74,0.00,0.00,9.38,123.31,10378.42,150.98,74.83,251.85,166.79,0.00,0.00,102.30,145.39,132.62,7545.92,107.87,0.00,129.61,107.10,110.40,1.10,135.12,0.80,120.87,0.00,0.00
1580671738000,11380.24,0.00,10037.65,0.00,161.36,231.74,0.00,0.00,9.38,123.31,10284.77,157.57,80.36,249.61,173.19,0.00,0.00,102.30,145.39,132.62,7398.03,107.87,0.00,129.61,107.10,110.40,1.10,130.17,0.80,119.49,0.00,0.00
1580738515000,11380.24,0.00,10357.47,0.00,161.36,231.74,0.00,0.00,9.38,123.31,10434.02,157.57,80.36,251.74,173.19,0.00,0.00,102.30,145.39,132.62,7386.28,107.87,0.00,129.61,107.10,110.11,1.10,137.23,0.80,120.91,0.00,0.00
1580804634000,11380.24,0.00,10605.90,0.00,161.36,231.74,0.00,0.00,9.38,123.31,10355.79,172.69,80.36,251.18,173.19,0.00,0.00,102.30,145.39,132.62,7403.83,107.87,0.00,129.61,107.10,110.11,1.10,137.23,0.80,120.16,0.00,0.00
1580870473000,11380.24,0.00,10695.21,0.00,161.36,231.74,0.00,0.00,9.38,123.31,10342.88,182.53,80.36,137.13,173.19,0.00,0.00,102.30,156.01,132.62,7342.37,107.87,0.00,132.31,107.10,108.98,1.10,137.23,0.80,119.56,0.00,0.00
1580937544000,11633.91,0.00,10893.97,0.00,161.36,231.74,0.00,0.00,9.38,123.31,10259.21,174.44,80.36,135.09,173.19,0.00,0.00,102.30,156.01,132.62,7212.68,107.87,0.00,132.31,107.10,108.98,0.72,137.23,0.80,119.56,0.00,0.00
1581003923000,12033.69,0.00,10993.88,0.00,167.08,233.67,0.00,0.00,9.38,123.31,10369.74,174.44,80.36,135.09,173.19,0.00,0.00,102.30,156.01,132.62,7363.80,107.87,0.00,132.31,107.10,108.98,0.72,137.23,0.80,121.34,0.00,0.00
1581070815000,12263.29,0.00,11217.19,0.00,171.34,242.05,0.00,0.00,9.38,123.31,10389.72,11.62,80.36,136.00,187.89,0.00,0.00,0.50,156.01,132.62,7325.67,107.87,0.00,0.63,1.57,109.80,0.72,0.68,0.80,121.05,0.00,0.00
1581136942000,12263.29,0.00,11684.25,0.00,171.34,246.42,0.00,0.00,9.38,123.31,10381.58,11.62,85.81,136.02,187.89,0.00,0.00,0.50,156.01,132.62,7436.76,105.55,0.00,0.63,1.57,109.80,0.72,0.68,0.80,121.40,0.00,0.00
1581203771000,12385.65,0.00,11901.28,0.00,172.45,246.42,0.00,0.00,9.38,123.31,10397.18,11.62,85.81,136.51,187.89,0.00,0.00,0.50,156.01,132.62,7375.02,99.53,0.00,0.63,1.57,109.80,0.72,0.68,0.80,120.90,0.00,0.00
1581270103000,12506.93,0.00,12101.98,0.00,172.45,254.77,0.00,0.00,9.38,137.10,10379.67,11.62,85.81,136.71,187.89,0.00,0.00,0.50,156.01,132.62,7309.83,99.53,0.00,0.63,1.57,109.80,0.72,0.68,0.80,120.71,0.00,0.00
1581335929000,12419.66,0.00,12267.81,0.00,204.28,254.77,0.00,0.00,9.38,142.41,10463.95,11.62,85.81,136.71,187.89,0.00,0.00,0.50,156.01,149.16,7459.67,99.53,0.00,0.63,1.57,109.80,0.72,0.68,0.80,125.27,0.00,0.00
1581401893000,12419.66,0.00,12267.67,0.00,204.28,254.77,0.00,0.00,9.38,142.41,10412.80,11.62,86.20,136.71,187.89,0.00,0.00,0.50,156.01,149.16,7281.49,0.45,0.00,0.63,1.57,108.88,0.72,0.68,0.80,121.46,0.00,0.00
1581467757000,12764.12,0.00,13029.00,0.00,204.28,254.77,0.00,0.00,9.38,148.80,10281.92,11.62,86.20,136.71,187.89,0.00,0.00,0.50,156.01,149.16,7320.75,0.45,0.00,0.63,1.57,108.88,0.72,0.68,0.80,120.87,0.00,0.00
1581534775000,13405.29,0.00,12500.93,0.00,216.62,254.77,0.00,0.00,9.38,149.12,10361.07,11.62,91.88,136.71,197.19,0.00,0.00,0.50,164.45,160.29,7328.30,0.45,0.00,0.63,1.57,108.88,0.72,0.68,0.80,119.69,0.00,0.00
1581601371000,13649.76,0.00,12325.23,0.00,216.62,254.77,0.00,0.00,9.38,156.40,10324.71,11.62,91.88,130.14,197.19,0.00,0.00,0.50,164.45,160.29,7371.29,0.45,0.00,0.63,1.57,108.88,0.72,0.68,0.80,119.69,0.00,0.00
1581667889000,13789.40,0.00,11895.29,0.00,216.62,271.84,0.00,0.00,38.74,156.40,10388.41,11.62,91.88,136.83,197.19,0.00,0.00,0.50,176.35,160.29,7371.29,0.45,0.00,0.63,1.57,108.88,0.72,0.68,0.80,119.69,0.00,0.00
1581735090000,14167.29,0.00,12094.39,0.00,216.62,275.99,0.00,0.00,38.74,156.40,10335.46,11.62,91.88,136.83,208.66,0.00,0.00,0.50,176.35,160.29,7258.49,0.45,0.00,0.63,1.57,108.88,0.72,0.68,0.80,119.69,0.00,0.00
1581801012000,13901.03,0.00,11820.04,0.00,216.62,276.43,0.00,0.00,38.74,174.71,10450.20,11.62,60.91,136.83,208.66,0.00,0.00,0.50,173.93,160.29,7391.40,0.45,0.00,0.63,1.57,108.88,0.72,0.68,0.80,121.37,0.00,0.00
1581867297000,13778.02,0.00,11695.43,0.00,216.62,276.37,0.00,0.00,38.74,157.51,10465.61,11.62,60.91,137.85,196.40,0.00,0.00,0.50,173.93,150.93,7395.76,0.45,0.00,0.63,1.57,108.88,0.72,0.68,0.80,121.37,0.00,0.00
1581934143000,13583.96,0.00,13432.94,0.00,216.62,265.55,0.00,0.00,38.74,151.23,10382.82,11.62,56.67,137.70,187.28,0.00,0.00,0.50,166.84,144.54,7274.65,0.45,0.00,0.63,1.57,108.88,0.72,0.68,0.80,122.40,0.00,0.00
1582000509000,13638.75,0.00,13673.07,0.00,216.62,260.23,0.00,0.00,38.74,151.23,10386.60,11.62,56.67,137.70,187.28,0.00,0.00,0.50,184.29,144.54,7330.65,0.45,0.00,0.63,1.57,108.88,0.72,0.68,0.80,121.51,0.00,0.00
1582067542000,14182.48,0.00,11303.56,0.00,216.62,260.23,0.00,0.00,38.74,151.23,10463.83,11.62,56.67,137.70,199.00,0.00,0.00,0.50,186.27,157.08,7452.53,0.45,0.00,0.63,1.57,108.88,0.72,0.68,0.80,121.24,0.00,0.00
1582133190000,14182.48,0.00,11254.16,0.00,216.62,260.23,0.00,0.00,38.74,157.13,10402.16,11.62,56.67,137.70,199.00,0.00,0.00,0.50,186.27,157.08,7424.49,0.45,0.00,0.63,1.57,108.88,0.72,0.68,0.80,120.28,0.00,0.00
1582200448000,13666.66,0.00,11316.99,0.00,208.66,260.23,0.00,0.00,38.74,150.20,10543.77,11.62,56.67,137.70,189.93,0.00,0.00,0.50,198.85,149.04,7337.43,0.45,0.00,0.63,1.57,108.88,0.72,0.68,0.80,121.88,0.00,0.00
1582266380000,13600.45,0.00,11431.73,0.00,208.66,260.23,0.00,0.00,38.74,142.18,10952.01,11.62,56.67,137.70,182.10,0.00,0.00,0.50,191.69,149.04,7285.38,0.45,0.00,0.63,1.57,108.88,0.72,0.68,0.80,121.31,0.00,0.00
1582333413000,13756.88,0.00,11597.56,0.00,208.66,260.23,0.00,0.00,38.74,138.13,10413.14,11.62,56.67,137.70,182.10,0.00,0.00,0.50,199.68,149.04,7373.64,0.45,0.00,0.63,1.57,108.88,0.72,0.68,0.80,121.31,0.00,0.00
1582399143000,13662.45,0.00,11597.56,0.00,208.66,260.23,0.00,0.00,38.74,150.08,10432.26,11.62,56.67,137.70,182.10,0.00,0.00,0.50,206.85,149.04,7328.58,0.45,0.00,0.63,1.57,108.88,0.72,0.68,0.80,121.31,0.00,0.00
1582465707000,13753.27,0.00,11768.26,0.00,208.66,260.23,0.00,0.00,38.74,150.08,10326.40,11.62,56.67,136.67,182.10,0.00,0.00,0.50,199.51,149.04,7335.14,0.45,0.00,0.63,1.57,108.88,0.72,0.68,0.80,121.31,0.00,0.00
1582531881000,13895.98,0.00,11977.02,0.00,208.66,260.23,0.00,0.00,38.74,150.08,10460.22,11.62,56.67,136.67,182.10,0.00,0.00,0.50,199.51,149.04,7318.35,0.45,0.00,0.63,1.57,108.88,0.72,0.68,0.80,121.31,0.00,0.00
1582598476000,13782.15,0.00,11870.70,0.00,208.66,260.23,0.00,0.00,38.74,150.08,10427.54,11.62,56.67,138.73,182.10,0.00,0.00,0.50,199.51,149.04,7265.46,0.45,0.00,0.63,1.57,108.88,0.72,0.68,0.80,121.31,0.00,0.00
1582665672000,13370.21,0.00,11666.31,0.00,208.66,252.16,0.00,0.00,38.74,150.08,10464.18,11.62,56.67,138.73,182.10,0.00,0.00,0.50,199.51,149.04,7355.12,0.45,0.00,0.63,1.57,108.88,0.72,0.68,0.80,121.31,0.00,0.00
1582731413000,13024.50,0.00,11542.95,0.00,197.27,252.16,0.00,0.00,38.74,150.08,10520.32,11.62,56.67,137.73,182.10,0.00,0.00,0.50,199.51,149.04,7093.14,0.45,0.00,0.63,1.57,108.88,0.72,0.68,0.80,122.01,0.00,0.00
1582796992000,12642.94,0.00,11744.23,0.00,190.39,240.16,0.00,0.00,35.24,133.09,10426.08,11.62,56.67,137.73,182.10,0.00,0.00,0.50,199.51,149.04,7249.53,0.45,0.00,0.63,1.57,113.38,0.72,0.68,0.80,122.01,0.00,0.00
1582864648000,12820.78,0.00,11678.58,0.00,190.39,240.16,0.00,0.00,35.24,131.12,10420.02,11.62,56.67,137.73,182.10,0.00,0.00,0.50,199.51,149.04,7167.69,0.45,0.00,0.63,1.57,113.38,0.72,0.68,0.80,122.01,0.00,0.00
1582931070000,12590.98,0.00,11484.01,0.00,190.39,240.16,0.00,0.00,35.24,141.99,10363.52,11.62,56.67,138.16,182.10,0.00,0.00,0.50,199.51,149.04,7238.32,0.45,0.00,0.63,1.57,113.37,0.72,0.68,0.80,122.01,0.00,0.00
1582996859000,12643.70,0.00,11961.67,0.00,190.39,240.16,0.00,0.00,35.24,130.13,10578.72,11.62,56.67,137.73,182.10,0.00,0.00,0.50,199.51,149.04,7238.32,0.45,0.00,0.63,1.57,109.33,0.72,0.68,0.80,122.01,0.00,0.00
1583063511000,12553.50,0.00,11903.23,0.00,190.39,240.16,0.00,0.00,35.24,130.13,10558.74,11.62,56.67,137.73,182.10,0.00,0.00,0.50,238.42,149.04,7238.32,0.45,0.00,0.63,1.57,109.33,0.72,0.68,0.80,118.23,0.00,0.00
