timestamp,​0x0000000000C90bc353314b6911180ED7E06019A9,​0x0EeE7bcE7D0A676794fb8186AF5DBe7b6713806a,​0xb146907392eD12031F7715B0376833E3f7C5b98c,​0x0bc7355686A264DEDDc239dD30D4D201612aEB8B,​0x85C5c26DC2aF5546341Fc1988B9d178148b4838B,​0x96FE94c07Ee88fC2A4B3E978D875202fD113e654,​0x82da82DBe384736e4Dd95615D8036Cc472773F5A,​0xef764BAC8a438E7E498c2E5fcCf0f174c3E3F8dB,​0xD8595ac2836B7a8040f046E751B42088436B6365,​0x54bc3fE4E8C377246aCd5b4c25705c1b4324e859,​0x2C4Bd064b998838076fa341A83d007FC2FA50957,​0x8c2fD1F3Ae6162FD3CB3157222DC3979B42E699e,​0xB958a8f59AC6145851729F73c7A6968311d8B633,​0x5D154c145Db2ca90B8aB5e8Fe3E716AfA4AB7Ff0,​0xF79Af034a5E41d70C90Bf5fFa1A79B3AC65Da72F,​0x13032DeB2d37556cf49301f713E9d7e1d1A8b169,​0x9BA6c9D09dB964771cB4D526188F6AF81e9bCF9e,​0xdA56a88175D4c8707C51DF845f838cF3fE070870,​0x8018280076d7fA2cAa1147e441352E8a89e1DDbe,​0x2AF14b279C08d3627D34A5d8734c2eD771F3eF41,​0x57Ef012861c4937A76B5D6061bE800199A2b9100,​0x618b00849b3B0D42F05f7B4A64ae373B93e3d98F,​0x31fA3643F5CEF78C1790d494d7E3F2a59E2ad0c4,​0xa57Bd00134B2850B2a1c55860c9e9ea100fDd6CF,​0x040F0c01b45Dfed88A397f9C3f00E48953d61490,​0x006004fFA18E3cf78fA3b50393ec44C1ab89cF6c,​0x0087366b4a4e44FCB96b7D0897d68C3dAf45780a,​0x2608E261b8df00025a6f69e13B1a4165Adf294c1,​0x74740c72e7b667344084772D2fdBB4646099c705,​0x09cabEC1eAd1c0Ba254B09efb3EE13841712bE14,​0x747797665F5016895682EF40513A5EDD51261B89,​0x90079aABC47b5BeA2dFC358d7114Ade57Ee39209,​0x05BB2C35cB56E149c310c5c1447d382eEda3A80d,​0xe1723E41058cb01859E9826022a390DC68a9AB71,​0xA2345C7DB212Ab9c478B1C206fB9b14C0E7c11C7,​0x074976a8D5F07dA5DADa1Eb248AD369a764bB373,​0x00B8FE7C85998bbAB5e71D2378e927B554b6d78f,Other
1560059515000,,,,10.52,,,,,,,,5.72,,17.95,,,,,,,,,,9.50,,,,,,,,,,,,,,4.05
1560127542000,,,,,,,,,,,,31.37,,13.32,,,,,,,,,,12.14,,,1.00,,,,,,,,,,,1.24
1560194172000,,,,,,,,,,,,30.23,,22.99,,,,,,,,,,2.81,,,,,,,,,,,,,15.37,0.01
1560262359000,,,,13.74,,,,,,,,19.50,,35.65,,,,,,,,,,18.52,,,2.51,,,,,,,,,,,1.12
1560329676000,,,,,,,,,,,,15.62,,9.61,,,,,,,,,,,,,1.62,,,,,,,,,,6.64,
1560397568000,,,,,,,,,,,,9.42,,12.68,,,,,,,,,,8.73,,,3.03,,,,,,,,,,21.38,1.00
1560464402000,,,,,,,,,,,,10.11,,26.17,,,,,,,,,,5.11,,,1.00,,,,,,,,,,,0.98
1560531936000,,,,7.32,,,,,,,,5.61,,1.60,,,,,,,,,,2.02,,,1.00,,,,,,,,,,,1.64
1560599838000,,,,,,,,,,,,10.48,,5.44,,,,,,,,,,,,,,,,,,,,,,,6.45,
1560668105000,,,,,,,,,,,,12.87,,3.55,,,,,,,,,,9.53,,,1.01,,,,,,,,,,6.37,
1560734814000,,,,13.74,,,,,,,,17.99,,1.59,,,,,,,,,,16.14,,,,,,,,,,,,,,0.81
1560802452000,,,,,,,,,,,,15.04,,2.04,,,,,,,,,,,,,,,,,,,,,,,,8.71
1560870679000,,,,,,,,,,,,11.64,,21.02,,,,,,,,,,,,,,,,,,,,,,,,
1560937524000,,,,,,,,,,,,15.97,,2.95,,,,,,,,,,,,,,,,,,,,,,,,11.99
1561005597000,,,,,,,,,,,,4.79,,0.16,,,,,,,,,,,,,,,,,,,,,,,,3.80
1561073016000,,,,15.94,,,,,,,,5.70,,24.32,,,,,,1.84,,,,2.33,,,,,,,,,,,,,,0.19
1561140851000,,,,,,,,,,,,22.46,,2.59,,,,,,0.70,,,,,,,2.01,,,,,,,,,,21.88,0.10
1561208281000,,,,,,26.24,,,,,,36.48,,51.75,,,,,,,,,,,,,,,,,,,,,,,16.17,1.33
1561275287000,,,,,,,,,,,,27.04,10.03,19.20,,,,,,,,,,8.67,,,14.97,,,0.97,,,,,,,10.54,1.83
1561342449000,,,,,,,,,,,,28.90,,4.71,,,,,,,,,,15.61,,,10.04,,,,,,,,,,,4.49
1561409629000,,,,,,,,,,,,5.79,,3.85,,,,,,,,,,,,,4.02,,,0.10,,,,,,,5.82,1.98
1561476955000,,3.24,,2.90,,,,,,,,10.01,,12.84,,,,,,3.82,,,,,,,5.77,,,,,,,,,,9.07,10.49
1561543836000,,7.13,,2.66,,,,,,,,8.93,,7.81,,,,,,,,,,,,,5.02,,,,,,,,,,23.51,5.69
1561611356000,,7.01,,26.25,,,,,,,,42.15,18.66,18.98,,,,,,0.01,,,,24.79,,,32.24,,,,,,,,,,42.15,5.41
1561679479000,,2.00,,56.82,,,,,,,,68.94,,55.44,,,,,,,,,,44.19,,,50.91,,,2.62,,,,,,,67.21,5.64
1561747149000,,,,15.30,,11.91,,,,,,38.32,9.93,7.75,,,,,,,,,,6.34,,,13.08,,,,,,,,,,20.58,15.81
1561814305000,,,,2.90,,,,,,,,17.64,,1.93,,,,,,,,,,7.05,,,11.35,,,,,,,,,,6.12,6.60
1561881035000,,,,15.28,1.85,,,,,,,21.12,,18.65,,,,,6.67,,,,,7.33,,,8.63,,,,,,,,,,32.07,3.94
1561948615000,,,,26.78,,,,,,,,24.82,,13.32,,,,,,,,,,20.63,,2.28,13.48,,,,,,,,,,11.68,2.13
1562015969000,,,,16.05,,,,,,,,31.14,,0.38,,,,,,,,,,,,,21.93,,,,,,,,,,,4.00
1562082973000,,3.00,,18.73,,16.53,,,,,,28.78,,16.13,,,,,,,,,,6.96,,,31.85,,,,,,,,,,25.92,26.17
1562150796000,,,,,,,,,,,,13.66,,1.04,,,,,,,,,,,,,10.95,,,1.67,,,,,,,11.80,4.85
1562218341000,,,,2.88,,,,,,,,4.01,,3.81,,,,,,,,,,,,,6.53,,,0.99,,,,,,,5.80,7.36
1562285611000,,,,16.29,,,,,,,,5.17,,16.72,,,,,,0.00,,,,,,,4.11,,,0.03,,,,,,,,9.26
1562352854000,,,,,,,,,,,,8.52,,6.64,,,,,,,,,,,,,5.05,,,,,,,,,,6.12,5.43
1562419899000,,,,,,,,,,,,1.73,,1.00,,,,,,0.07,,,,,,,8.33,,,,,,,,,,6.33,1.00
1562486913000,,,,6.62,,,,,,,,10.58,,0.16,,,,,,,,,,,,,3.31,,,,,,,,,,5.73,6.99
1562553800000,,,,,,,,,,,,12.97,,4.44,,,,,,,,,,,,,7.24,,,,,,,,,,18.90,3.68
1562620679000,,,,,,,,,,,,7.21,,1.11,,,,,,0.02,,,,2.07,,,4.93,,,0.08,,,,,,,5.72,7.71
1562687655000,,,,,,,,,,,,13.67,,3.15,,,,,,,,,,,,,4.72,,,,,,,,,,5.96,9.95
1562755228000,,,,,,,,,,,,20.28,,42.12,,,,,,,,,,,,,9.76,,,,,,,,,,15.58,6.34
1562821814000,,,4.02,64.40,,,,,,,,27.32,22.40,33.74,,,,,,,,,4.00,11.26,,,27.22,,,,,,,,,,6.22,5.11
1562889775000,,,,8.14,,,,,,,,36.38,,20.37,,,,,,,,,,,,,13.87,,,0.89,,,,,,,6.72,8.75
1562957966000,,,,,,,,,,,,7.41,,5.38,,,,,,3.68,,,,4.56,,,8.54,,,,,,,,,,6.36,3.61
1563025451000,,,,,,,,,,,,18.31,,6.73,,,,,,,,,,,,,3.91,,,,,,,,,,,10.17
1563091362000,,,,10.28,,,,,,,,10.60,,0.92,,,,,0.76,0.81,,,,5.45,,,5.34,,,,,,,,,,,8.55
1563158482000,,,8.05,74.64,,,,,,,,55.93,25.23,57.37,,,4.50,,1.50,3.49,,,8.00,59.02,,,58.08,,,0.16,,,,,,,21.53,
1563226501000,,,,5.04,,,,,,,,43.91,,28.72,,,,,,,,,,10.40,,,17.68,,,,,,,,,,61.67,1.07
1563295219000,,5.00,,59.32,,,,,,,,52.96,11.27,13.65,,,,,,3.39,,,,8.92,,,10.45,,,,,,,,,,16.33,0.99
1563362708000,,5.16,4.11,33.98,,,,,,,,105.36,,58.86,,,,,17.83,,,,4.00,57.92,,,19.24,,,4.55,,,,,,,7.80,9.18
1563430869000,14.00,15.63,4.03,28.88,,,,,,,,74.08,,22.38,,,16.75,,8.14,,,38.33,7.50,7.98,,,49.25,,,,,,,,,,90.97,3.53
1563496525000,,7.91,,39.68,,,,,,,,33.78,,11.22,,,,,,0.26,,,,6.93,,,18.37,,,,,,,,,,83.81,1.62
1563564858000,,11.88,,18.79,,,,,,,,14.21,,4.23,,,,,,0.20,,,,4.99,,,13.35,,,,,,,,,,8.18,6.70
1563631313000,,,,,,,,,,,,17.54,,12.90,,,,,1.23,0.51,,,,3.70,,,3.02,,,,,,,,,,,4.41
1563698150000,,,,,,,,,,,,23.12,,5.72,,,,,,,,,,2.44,,,8.00,,,,,,,,,,,7.27
1563765551000,,8.00,,4.40,,,,,,,,8.18,,4.00,,,,,,0.35,,,,,,,4.53,,,,,,,,,,7.32,5.94
1563832155000,,,,7.78,,,,,,,,14.66,,2.25,,,,,,,,,,7.61,,,10.16,,,10.23,,,,,,,,0.50
1563899459000,,,,,,,,,,,,9.67,,11.77,,,,,,0.24,,,,,,,7.24,,,,,,,,,,,2.54
1563966329000,,,4.01,33.49,,,,,,,,31.39,,0.69,,,,,,,,,4.00,11.13,,,5.57,,,2.23,,,,,,,16.07,1.77
1564033316000,,,,8.02,,,,,,,,27.08,,11.54,,,,,2.97,,,,,5.17,,,7.47,,,4.67,,,,,,,24.13,5.13
1564101403000,,,,7.97,,,,,,,,12.48,,11.18,,,,,,1.58,,,,,,,5.10,,,,,,,,,,,4.30
1564168317000,,,,,,,,,,,,10.13,,7.52,,,,,2.90,,,,,9.01,,,3.63,,,0.00,,,,,,,,0.98
1564235604000,10.00,,,13.48,,,,,,,,22.56,,2.13,,,,,,,,,,7.71,,,14.66,,,,,,,,,,,1.08
1564302116000,,,,,,,,,,,,4.73,,5.83,,,,,,,,,,,,,1.92,,,,,,,,,,7.60,
1564369151000,,,,10.00,,,,,,,,18.81,,6.70,,,,,,,,,,,,,12.07,,,,,,,,,,27.91,2.18
1564436686000,,,,4.51,,,,,,,,,,18.23,,,,,2.48,1.32,,,,,,,8.84,,,,,,,,,,8.97,0.27
1564503925000,,,,,,,,,,,,5.25,,6.14,,,,,3.14,,,,,5.90,,,6.83,,,,,,,,,,7.43,0.51
1564570789000,,,,4.42,,,,,,,,9.87,,1.75,,,,,,,,,,,,,3.11,,,,,,,,,,,9.41
1564637313000,,,,4.63,,,,,,,,3.56,,6.20,,,,,,1.46,,,,,,,4.92,,,,,,,,,,,0.10
1564705696000,,,,,,,,,,,,8.11,,11.39,,,,,,,,,,,,,5.21,,,,,,,,,,17.83,
1564772699000,,,,4.15,,,,,,,,4.98,,6.30,,,,,,,,,,3.05,,,5.94,,,0.46,,,,,,,,4.68
1564839134000,,,,,,,,,,,,7.91,,12.36,,,,,,,,,,,,,,,,0.06,,,,,,,8.05,0.08
1564905518000,,,,,,,,,,,,11.89,,3.40,,,,,,,,,,2.32,,,1.60,,,,,,,,,,7.43,0.90
1564972688000,,,,,,,,,,,,5.68,,7.45,,,,,,,,,,8.77,,,3.23,,,,,,,,,,,0.04
1565039690000,,,,,,,,,,,,12.71,,5.89,,,,,,1.65,,,,4.67,,,4.12,,,,,,,,,,21.29,2.03
1565106699000,,,3.99,8.97,,,,,,,,21.07,21.59,1.29,,,8.25,,,,,,4.00,10.00,,,6.72,,,,,,,,,,9.98,5.64
1565173880000,,,,,,,,,,,,10.97,,0.55,,,,,,0.98,,,,3.81,,,0.80,,,,,,,,,,,2.07
1565241308000,,,,7.28,,,,,,,,8.35,,7.19,,,,,,,,,,,,,6.04,,,,,,,,,,,0.54
1565308246000,,,,8.07,,,,,,,,7.78,,16.86,,,,,,,,,,8.57,,,3.53,,,0.61,,,,,,,,2.67
1565375748000,,,,,,,,,,,,17.87,,9.41,,,,,,,,,,16.14,,,2.60,,,,,,,,,,,2.28
1565441736000,,,,13.97,,,,,,,,15.75,,5.95,,,,,,,,,,5.49,,,6.02,,,,,,,,,,,
1565509207000,,,,,,,,,,,,,,2.09,,,,,,,,,,4.67,,,3.63,,,,,,,,,,8.59,0.28
1565576260000,,,,,,,,,,,,28.25,,9.01,,,15.50,,,1.52,,,,2.22,,,6.52,,,,,,,,,,20.66,6.59
1565643196000,,,,,,,,,,,,7.56,,,,,,,,,,,,2.11,,,,,,,,,,,,,,0.00
1565710691000,4.00,,,16.44,,,,,,,,9.90,13.79,2.15,,,,,,,,,,6.93,,,9.09,,,,,,,,,,18.76,0.01
1565776959000,,,,,,,,,,,,5.41,,0.74,,,,,,0.38,,,,,,,1.91,,,0.74,,,,,,,,0.10
1565843533000,,,,29.74,,,,,,,,21.68,22.72,7.62,,,,,,,,,,66.12,,,14.46,,,,,,,,,,,0.76
1565911450000,4.00,32.92,,,,,,,,,,21.13,,12.64,,,,,,0.39,,,,58.80,,,11.08,,,,,,,,,,8.66,10.95
1565978340000,,,,6.35,,,,,,,,34.27,,2.07,,,,,,,,,,3.42,,,9.65,,,,,,,,,,8.93,0.01
1566044959000,,,,,,,,,,,,2.34,,0.01,,,,,,,,,,,,,0.70,,,,,,,,,,,0.03
1566113085000,,,,,,,,,,,,7.44,,,,,,,,,,,,,,,1.71,,,,,,,,,,,0.01
1566179461000,,,,,,,,,,,,16.97,,3.30,,,,,,,,,,4.14,,,2.11,,,,,,,,,,17.74,0.08
1566246801000,,,,8.36,,,,,,,,12.04,,0.18,,,,,,,,,,10.74,,,4.12,,,,,,,,,,,0.84
1566314677000,,,,,,,,,,,,12.11,,21.22,,,,,,,,,,2.06,,,11.37,,,,,,,,,,7.94,2.01
1566381517000,,,,6.48,,,,,,,,22.73,,11.33,,,,,,0.58,,,,2.35,,,2.61,,,,,,,,,,,5.04
1566448943000,,,,4.21,,,,,,,,34.22,,0.67,,,,,,,,,,4.65,,,4.73,,,,,,,,,,9.03,5.40
1566516026000,,,,,,,,,,,,21.84,,5.24,,,,,,,,,,9.55,,,5.42,,,,,,,,,,,3.59
1566583035000,,,,,,,,,,,,13.42,,0.26,,,,,,5.69,,,,,,,13.18,,,,,,,,,,8.90,11.88
1566649948000,,,4.03,7.37,,,,,,,,8.56,,3.16,,,,,,2.28,,,4.00,,,,5.21,,,,,,,,,,,0.72
1566717936000,,,,,,,,,,,,3.14,,3.92,,,,,,,,,,,,,2.12,,,,,,,,,,,1.12
1566784085000,,,,9.29,,,,,,,,15.52,14.57,27.85,,,,,,,,,,28.17,,,23.59,,,,,,,,,,8.91,
1566851133000,,,,,,,,,,,,3.31,,5.40,,,,,,,,,,,,,9.80,,,,,,,,,,,2.90
1566920101000,,,,,,,,,,,27.37,5.36,,0.87,,,16.89,13.12,,,,,,2.21,,,20.22,,,0.79,,,,,,,,3.14
1566986635000,,,,,,,,,,,2.68,,,0.24,,,,,,0.08,,,,,,,1.00,,,,,,,,,,,
1567054177000,5.00,,11.16,43.49,,,,,,,,21.13,,1.19,,,,43.80,3.40,,,,11.11,7.06,,,28.42,,,,,,,,,,,0.03
1567120257000,,,,14.40,,,,,,,,23.13,,9.85,,,,14.99,,,,,,,,,5.74,,,0.01,,,,,,,10.78,5.36
1567187642000,,,,,,,,,,,,7.26,,0.19,,,,,,0.89,,,,2.53,,,4.81,,,,,,,,,,,
1567255013000,,,,,,,,,,,,4.17,,0.89,,,,,,,,,,,,,4.42,,,,,,,,,,,3.12
1567321929000,,,,,,,,,,,,10.63,,,,,,,,,,,,6.33,,,7.56,,,,,,,,,,9.27,0.00
1567389294000,,,,5.59,,,,,,,,3.74,,2.56,,,,,,,,,,2.73,,,,,,,,,,,,,,5.00
1567457291000,,,,,,,,,,,,17.68,,5.63,,,,,,,,,,,,,,,,,,,,,,,9.27,5.43
1567524520000,,,0.75,,,,,,,,,5.61,,1.56,,,,,,,,,0.74,4.43,,,25.88,,,,,,,,,,11.07,16.46
1567591445000,7.55,,8.02,,,,,,,,,8.44,,24.95,,,,15.08,,,,,8.00,6.50,,,13.55,,,,,,,,,,,20.05
1567658685000,,,,,,25.50,,,,,,2.86,,0.16,,,,,,29.76,,,,,,,15.06,,,,,,,,,,,5.25
1567726271000,,,,,,,,,,,,5.80,,1.49,,,,,,,,,,,,,20.55,,,,,,,,,,,6.26
1567794373000,,,,,,,,,,,,5.77,,33.34,,,,,,,,,,2.19,,,13.22,,,,,,,,,,,
1567860872000,,,,,,,,,,,,,,5.62,,,,,,,,,,15.00,,,12.35,,,,,,,,,,,0.58
1567928417000,3.54,,,,,,,,,,,14.17,,8.34,,,,,,,,,,6.72,,,17.79,,,,,,,,,,,11.52
1567996252000,,,,6.69,,,,,,,,5.53,,9.28,,,,13.29,,,,,,2.60,,,9.43,,,,,,,,,,,0.63
1568063465000,,,,7.60,,,,,,,,11.13,,8.23,,,,,,,,,,,,,48.83,,,,,,,,,,11.90,1.00
1568130759000,,,,,,,,,,,,11.02,,0.10,,,,,,,,,,2.36,,,9.05,,,,,,,,,,,0.07
1568198340000,,,,5.70,,,,,,,,6.51,,0.67,,,,,,,,,,,,,30.90,,,1.61,,,,,,,,2.33
1568266003000,,,,,,,,,,,,6.54,,0.07,,,,,,,,,,,,,4.41,,,,,,,,,,,4.01
1568332434000,,,,,,,,,,,,15.43,,0.03,,,,,,,,,,,,,8.47,,,,,,,,,,,12.76
1568400865000,,,,,,,,,58.32,,,2.80,,1.00,,,53.50,,,,,,,3.90,,,11.30,,,,,,,,,,,6.58
1568467502000,,,,,,,,,,,,,,0.31,,,,,,,,,,,,,6.45,,,,,,,,,,,
1568535532000,,,,,,,,,,,,13.41,,3.99,,,,,,,,,,2.15,,,13.57,,,,,,,,,,9.10,4.06
1568603177000,,,,,,,,,,,,7.28,,0.56,,,,,,,,,,4.99,,,12.44,,,,,,,,,,,1.00
1568669970000,,,,,,,,,,,,15.47,,0.83,,,,,,,,,,,,,25.86,,,,,,,,,,,3.14
1568737700000,,,,,,,,,,,,0.28,,,,,,,,,,,,,,,,,,,,,,,,,,0.21
1568803850000,,,,,,,,,,,,0.56,,,,,,,,,,,,,,,0.61,,,0.49,,,,,,,,1.45
1568871705000,,,,,,,,,,,,,,0.08,,,,,,,,,,,,,0.50,,,,,,,,,,,
1568939678000,,,,,,,,,,,,0.33,,0.75,,,,,,,,,,,,,,,,,,,,,,,,
1569006694000,,,,,,,,,,,,,,0.44,,,,,,,,,,,,,,,,,,,,,,,,
1569142150000,,,,,,,,,,,,,,,,,,,,,,,,,,,0.40,,,,,,,,,,,
1569209597000,,,,,,,,,,,,,,0.14,,,,,,,,,,,,,,,,,,,,,,,,
1569276280000,,,,,,,,,,,,,,,,,,,,,,,,,,,0.30,,,,,,,,,,,
1569344903000,,,,,,,,,,,,,,,,,,,,,,,,,,,0.90,,,,,,,,,,,
1569412741000,,,,,,,,,,,,0.95,,0.47,,,,,,,,,,,,,4.01,,,,,,,,,,,
1569480328000,,,,,,,,,,,,,,0.01,,,,,,,,,,,,,0.31,,,,,,,,,,,
1569548219000,,,,,,,,,,,,0.10,,0.06,,,,,,,,,,1.04,,,0.61,,,,,,,,,,,
1569615424000,,,,,,,,,,,,0.10,,0.63,,,,,,,,,,,,,0.61,,,,,,,,,,,
1569683184000,,,,,,,,,,,,,,,,,,,,,,,,,,,0.61,,,,,,,,,,,0.22
1569817983000,,,,,,,,,,,,0.23,,,,,,,,,,,,,,,,,,,,,,,,,,
1569885879000,,,,,,,,,,,,,,0.34,,,,,,,,,,,,,0.91,,,,,,,,,,,
1569953471000,,,,,0.20,,,,,,,0.22,,0.15,,,,,,,,,,,,,0.40,,,,,,,,,,,
1570088581000,,,,,,,,,,,,,,0.01,,,,,,,,,,,,,,,,,,,,,,,,
1570156245000,,,,,,,,,,,,,,,,,,,0.25,,,,,,,,,,,,,,,,,,,0.01
1570223512000,,,,,,,,,,,,,,0.23,,,,,0.15,,,,,,,,,,,,,,,,,,,0.25
1570290984000,,,,,,,,,,,,,,,,,,,0.29,,,,,,,,,,,,,,,,,,,
1570358020000,,,,,,,,,,,,,,0.00,,,,,,,,,,,,,,,,,,,,,,,,
1570424401000,,,,,,,,,,,,,,0.20,,,,,0.16,,,,,,,,,,,,,,,,,,,
1570492273000,,,,,,,,,,,,,,0.01,,,,,0.34,,,,,,,,0.41,,,,,,,,,,,0.10
1570560314000,,,,,,,,,,,,,,0.06,,,,,,,,,,,,,0.20,,,,,,,,,,,0.28
1570628456000,,,,,,,,,,,,,,0.01,,,,,,,,,,,,,,,,,,,,,,,,
1570696365000,,,,,,,,,,,,,,,,,,,,,,,,,,,0.41,,,,,,,,,,,0.22
1570764407000,,,,,,,,,,,,,,0.01,,,,,,,,,,,,,,,,,,,,,,,,
1570832121000,,,,,,,,,,,,0.24,,,,,,,0.17,,,,,,,,0.40,,,,,,,,,,,0.66
1570900657000,,,,,,,,,,,,,,0.05,,,,,,,,,,,,,,,,,,,,,,,,
1570967603000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.13
1571036079000,,,,,,,,,,,,,,0.17,,,,,,,,,,,,,,,,,,,,,,,,
1571103316000,,,,,,,,,,,,,,,,,,,,,,,,,,,0.20,,,,,,,,,,,0.07
1571171084000,,,,,,,,,,,,,,0.41,,,,,,,,,,,,,0.40,,,,,,,,,,,0.39
1571239896000,,,,,0.20,,,,,,,0.27,,0.60,,,0.25,,1.53,,,,,,,,,,,,,,,,,,,2.63
1571307873000,,,,,0.15,,,,,,,0.27,,0.56,,,,,,,,,,,,,,,,,,,,,,,,0.84
1571376291000,,,,,0.20,,,,,,,,,,,,0.75,,0.80,,,,,,,,0.40,,,,,,,,,,,2.25
1571444011000,,,,,0.55,,,,,,,0.82,,,,,0.50,,1.72,,,,,,,,0.50,,,,,,,,,,,3.72
1571579975000,,,,,,,,,,,,,,0.01,,,,,0.15,,,,,,,,,,,,,,,,,,,
1571648150000,,,,,,,,,,,,,,0.10,,,,,,,,,,,,,,,,,,,,,,,,0.33
1571716619000,,,,,,,,,,,,,,,,,,,,,,,,,,,0.30,,,0.15,,,,,,,,0.10
1571783991000,,,,,,,,,,,,,,0.00,,,,,,,,,,,,,,,,,,,,,,,,
1571851268000,1.00,,,,,,,,,,,,,0.07,,,,,0.81,,,,,,,,0.40,,,,,,,,,,,1.10
1571920923000,,,,,,,,,,,,,,0.05,,,,,0.17,,,,,,,,,,,,,,,,,,,0.47
1571990353000,,,,,,,,,,,,,,0.01,,,,,,,,,,,,,,,,,,,,,,,,
1572060724000,,,0.40,,,,,,,,,,,0.47,,,,,0.50,,,,0.39,,,,2.94,,,0.47,,,,,,,,1.69
1572129485000,,,,,0.15,,,,,,,,,,,,,,0.17,,,,,,,,0.20,,,0.34,,,,,,,,0.10
1572198558000,,,,,,,,,,,,,,,,,,,0.16,,,,,,,,,,,,,,,,,,,0.12
1572267917000,,,,,0.15,,,,,,,,,,,,,,0.15,,,,,,,,,,,0.39,,,,,,,,
1572337649000,,,,,,,,,,,,,,0.05,,,,,0.15,,,,,,,,,,,,,,,,,,,
1572406531000,,,,,,,,,,,,,,,,,,,0.31,,,,,,,,,,,,,,,,,,,0.10
1572476793000,,,,,,,,,,,,,,0.00,,,,,,,,,,,,,0.60,,,,,,,,,,,
1572546064000,,,,,,,,,,,,,,0.03,,,,,,,,,,,,,0.20,,,0.21,,,,,,,,0.07
1572615810000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.01
1572684939000,,,,,,,,,,,,,,0.01,,,,,0.14,,,,,,,,,,,0.12,,,,,,,,0.00
1572962724000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.03
1573031855000,,,,,,,,,,,,,,0.01,,,,,,,,,,,,,,,,,,,,,,,,
1573171451000,,,,,,,,,,,,,,0.00,,,,,,,,,,,,,,,,,,,,,,,,
1573240765000,,,,,,,,,,,,,,0.00,,,,,,,,,,,,,,,,,,,,,,,,0.00
1573382543000,,,,,,,,,,,,,,0.05,,,,,,,,,,,,,,,,,,,,,,,,0.04
1573455245000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.04
1573598526000,,,,,,,,,,,,,,0.01,,,,,,,,,,,,,,,,,,,,,,,,0.09
1573742983000,,,,,,,,,,,,,,0.01,,,,,,,,,,,,,,,,,,,,,,,,
1573814675000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.04
1573886613000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.12
1574030120000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.04
1574175364000,,,,,,,,,,,,,,,,,,,0.05,,,,,,,,,,,,,,,,,,,
1574248216000,,,,,,,,,,,,,,0.02,,,,,,,,,,,,,,,,,,,,,,,,
1574390894000,,,,,,,,,,,,,,,,,,,0.14,,,,,,,,0.10,,,,,,,,,,,0.25
1574463158000,,,,,,,,,,,,,,0.45,,,,,,,,,,,,,0.40,,,,,,,,,,,0.09
1574677937000,,,,,,,,,,,,,,0.32,,,,,0.11,,,,,,,,0.40,,,,,,,,,,,
1574753753000,,,,,,,,,,,,,,,,,,,,,,,,,,,0.10,,,,,,,,,,,
1574906610000,,,,,,,,,,,,,,,,,,,,,,,,,,,0.10,,,,,,,,,,,
1574982967000,,,,,,,,,,,,,,0.18,,,,,0.06,,,,,,,,0.20,,,,,,,,,,,0.09
1575059347000,,,,,,,,,,,,,,0.01,,,,,,,,,,,,,,,,,,,,,,,,
1575212493000,,,,,0.05,,,,,,,,,0.00,,,,,,,,,,,,,,,,,,,,,,,,
1575288653000,,,,,,,,,,,,,,0.02,,,,,,,,,,,,,,,,,,,,,,,,
1575442393000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.04
1575519604000,,,,,,,,,,,,,,,,,,,0.48,,,,,,,,,,,,,,,,,,,0.46
1575596839000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00
1575749392000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.04
1575903384000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.02
1575979374000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.10
1576056123000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.01
1576132843000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.03,,,,,,,,
1576372313000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.04
1576541361000,,,,,,,,,,,,,,,,,,,,,,,,,,,0.10,,,,,,,,,,,
1576627001000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.63
1576713534000,,,,,,,,,,,,,,,,,,,,,,,,,,,0.10,,,,,,,,,,,0.12
1576799699000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.09,,,,,,,,
1576971438000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.02
1577057861000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.05
1577143907000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.08
1577229621000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.04
