timestamp,​0x9799b475dEc92Bd99bbdD943013325C36157f383,​0xB9D77A2BCB23850540C394df863D23BF17296CE8,​0x1200563cFAEb481e1f0542A246F0cefcdE4C4753,​0xF506828B166de88cA2EDb2A98D960aBba0D2402A,​0xF173214C720f58E03e194085B1DB28B50aCDeeaD,​0xcb9D1c05b5f848B67E80BD91Aee76ec7F81216db,​0x745DAA146934B27e3f0b6bff1a6e36b9B90fb131,​0x5CCb8c39bF68612C7997Cbc498ae55908D32d223,​0x4CB2B6DcB8Da65F8421fEd3d44E0828E07594a60,​0xA694068FDfd382FA60c249e9A2B92a5548aD50EF,​0x048918b89189F68dA6146ddb6eEc63C649671c67,​0x0a6bb2770450F8BB7Cc0b42ee859ac7f9177010D,​0x22fB3590Ca2b6a876D7fb655FC6e598Abf28d3E1,​0xfEA677f3b408700AE4ba6355C4885851867a29E3,​0x00000000Af5A61acAf76190794E3fdf1289288A1,​0x71A1dF0d820d29c784C04865904492aC38801A04,​0x4e04245c0Dbbd1d458aC3c2aFC976491983E44De,​0x2E642b8D59B45a1D8c5aEf716A84FF44ea665914,​0xeE7F212545b3c388f8fD176f83bDff85F3Dcea7D,​0x23983EA2123D40EB5655dfFf3F3C917C78F214f6,​0x2C4Bd064b998838076fa341A83d007FC2FA50957,​0xDcF42a28b6d7e3377355B1e91a9b91708b83E2d5,​0x05cDe89cCfa0adA8C88D5A23caaa79Ef129E7883,​0x347dEE698fD3ECcd64E11EF11c9C141E0D957Ba8,​0xA54da2581dd4828e4Aa00638Aab835119500A284,​0x00000000B1786c9698C160D78232c78d6f6474Fe,​0x5daEcc32Fc2e735cB1Ca6d0427F9eC71Bcb4F0eD,​0x9021C84f3900B610ab8625d26d739e3B7bFf86aB,​0x9424BFC9F19d2c40d79Ca20094A7Da9d4024C44B,​0x693c188E40F760ecF00d2946ef45260b84FBc43e,​0xB958a8f59AC6145851729F73c7A6968311d8B633,​0x3A32ECf794C2172f47d0186bAEE4BfA74D2ebc9f,​0x094DaeEb1e59E42479449bD81f0c5088A93137Fe,​0x06E27Dd8706B2a471d43dd6debd78Ef72E388aCc,​0x31E085Afd48a1d6e51Cc193153d625e8f0514C7F,​0xF8341bf53e42DAc7b3E3516E0c6ef6003646DD6D,​0xa57Bd00134B2850B2a1c55860c9e9ea100fDd6CF,​0x860bd2dba9Cd475A61E6d1b45e16c365F6D78F66,​0x1814222fa8c8c1C1bf380e3BBFBd9De8657Da476,​0x7B2eF92fDecdf4a156365EB78c9E92b44588Fe84,​0x25C40bC17E4BF2f8C23aCc99a7A38568f0890157,​0xe9519677e6ec8D2D6BFaB92A059529feA6075d37,​0x53bba5c7872BFC4935cb4EEe63c1bA9BfC68212A,​0x8c117a0661568a6189Dc65a53A5E1CC2312a22a3,​0x69C4EfE68F4eaBdFAa614a8E682B1391802F4913,​0x01Da73c4Ec1355f953aD0AAcA3eF20e342Aea92a,​0x533344cFdF2a3E911E2CF4c6f5ED08e791F5355f,​0x978aAD63FE35F7A72573c411C3dfF53608AaeaC9,​0xFb9284715e9B0d08153caA34C35bfAed76edC31F,​0x36E5A96c8d01803d2C48756AA7bde1c01d7D9f8A,​0x5Be5b30A720093C9d1B1E6CF8441280a48a495F8,​0xbD2c8F386dA16351F5Eb883b78C5978a70CeE198,​0x762ed657B76372F8C08C6f7E0Aa4170658C4CA35,​0x36691C4F426Eb8F42f150ebdE43069A31cB080AD,​0x3Fb2F18065926DdB33E7571475c509541d15dA0e,​0x97deC872013f6B5fB443861090ad931542878126,​0xc3037b2A1a9E9268025FF6d45Fe7095436446D52,​0x591E9F22E2e925A5FEBbBF9DA7e7A632e877FE5c,​0x284620B56318d18Db45E40614556B9cB1d0dd92B,​0x812D2e05aFb6E15a47355AC616fC69098B22C794,​0x2c6b36530c0f25FA2765e2901101b4FCF149DEC4,​0xAfA5AA8648E645277500a388230Cc1985ed8C627,​0x3958B4eC427F8fa24eB60F42821760e88d485f7F,​0x000000000000006F6502B7F2bbaC8C30A3f67E9a,​0x6510B33A35AFCF6d1B1C7927139Eb9c08343d665,​0x8018280076d7fA2cAa1147e441352E8a89e1DDbe,​0x1680eD6A1fE73c673E778705355212235DeC3242,​0x0780366ED1fd05d7e9a6aCD7867DeD8C68730F2c,​0xc35A5FEc6BE6957899E15559Be252Db882220b37,​0x0358629bD27FA559b88D0F41ea3dA28D057c3414,​0xc51a5024280d6AB2596e4aFFe1BDf6bDc2318da2,​0x00dEe1F836998bcc736022f314dF906588d44808,​0x6c2d992b7739DFB363a473Cc4F28998b7f1f6dE2,​0x03E86D24C462fa6aD88568053361186E4A5aF68e,​0x5c5b40855fc364b797c1F539F7Eb39cDC94a8a91,​0xB27732Feae161E1f42cfcd2b716BbF7f987FB984,​0xF92C1ad75005E6436B4EE84e88cB23Ed8A290988,​0x456974dF1042bA7A46FD49512A8778Ac3B840A21,​0x1e30124FDE14533231216D95F7798cD0061e5cf8,​0xfc96e234d4B31C63051E707105fCC4aba37807Fa,​0x09cabEC1eAd1c0Ba254B09efb3EE13841712bE14,​0x4d2f5cFbA55AE412221182D8475bC85799A5644b,​0xce5702E94aD38C061e44a4a049Cc29261F992846,​0x889aBdD2bC0F3a884e607279bA132501698fbcd5,​0xDFf2AA5689FCBc7F479d8c84aC857563798436DD,​0xD1a06725e9fee446b4a49cEE85c9C213cC13F39A,​0x238e24C06313fC8176BC6C49a0EBE86c2b0aabb6,​0x8333331B3FE016653FF0ADB7b37E52f81A6E7382,​0x7Aa29D3158BC446fABD3196f54C01f86321eae32,​0x0e115a21c34708fDA175cC9C924Ba42A6D87f95d,​0x0a236B41aDd0073df05EaC5Fc8505Ad745C7859D,​0x22A1B26BFb867dfAB91B16F7872bCdF559D5427F,​0x1eb3b6cf9e6f1F7CB0eEAfCea2aBD8016628e45b,​0x0000000000C90bc353314b6911180ED7E06019A9,​0x22Acb809d08aE7c79F0b84513EfCE0577acFE514,​0x9F92473Cce5dd539C76fD79C78aE5c8fAf706134,​0xE33C8e3A0d14a81F0dD7E174830089E82F65FC85,​0x11111254369792b2Ca5d084aB5eEA397cA8fa48B,​0x8a3960472B3D63894B68DF3f10F58F11828d6fd9,​0xF6FB09a41fa6C18cEbC1e7C6F75A8664D69e4d48,​0xA540fb50288cc31639305B1675c70763C334953b,​0x083855E63c4d885b1886c1596ea1C5f1bf819391,​0x6a0c50788E462f322959A2458687096994d66316,​0xADEEb9d09B8Bcee10943198FB6F6a4229bAB3675,​0xEFe53909AFf7d1Af4936B1B7Dd2A6C3f24A02fd9,Other
1581043789000,,45.90,242.63,,17.09,103.57,0.52,,,,,,,,,,,11.68,,520.13,336.28,,,,,34.11,,,,,88.06,,,,505.07,,513.14,,,,70.98,,,,6.86,,15.65,,,,,,,,,30.29,,,,,,,16.44,,,38.60,16.00,,16.40,,63.41,174.92,9.55,,,,0.40,,57.17,,0.69,0.51,186.67,,,,,24.91,,,,,,28.50,,2.87,,82.73,,,,,,,,2127.05
1581110121000,,24.67,12.35,15.69,16.32,109.01,6.10,,,,,,,,,39.75,,0.55,,371.03,146.36,,,,,,,,,,,,,,472.54,,404.09,,,,136.64,,,,0.02,,14.08,,,,,,,,7.74,48.91,,,,,,,0.05,,,14.08,,,,,43.21,77.10,,,,,4.50,,72.91,1.98,0.55,0.66,,,27.71,,,22.58,,,,,,5.50,,5.18,,84.51,,,,,,,,768.35
1581177428000,,41.41,,0.33,1.04,40.51,21.47,,,,,,,,,,,0.76,,403.41,3.82,,0.32,,,,,,,,,,,,480.34,,192.71,,,,29.79,,,,0.00,,,,,,,,,,,19.02,,,,,,,0.76,,,47.31,,,,,42.94,146.93,,,,,0.03,,62.52,0.83,0.02,0.84,,,36.33,,,,,,,,,10.04,,,,36.51,,,,,,,,467.55
1581243665000,,27.56,,0.01,3.19,26.81,5.49,,,,,,,39.88,,,,5.90,,235.08,2.18,,,,,,,,,,73.38,,,,365.51,,538.69,,,,33.36,,,,,46.58,109.24,20.00,,,,,,,,14.10,,,,,,,0.44,,,27.38,,17.40,,,22.97,66.59,,,,,1.49,,11.01,0.17,2.94,6.82,,,60.11,,,21.95,,,,,,17.08,,13.47,,136.31,,,,,,,,1239.18
1581310184000,,10.97,278.70,,0.03,57.45,40.16,,,,,464.05,,35.83,,8.53,,0.60,,163.35,69.52,,1.65,,,145.42,,,,,835.53,,18.88,,3016.02,,1341.67,,,,24.66,,,,0.00,51.13,22.86,,,,,,,,,10.66,,,,,,,1.95,,,300.47,109.76,65.09,,,,116.20,17.37,,,,0.20,,48.68,,5.05,2.38,283.75,,23.50,,,,,86.75,,,,16.00,,,,60.96,,,,,,,,1289.46
1581375300000,,42.41,52.72,5.50,1.90,13.65,,,,,,56.71,,77.59,,8.00,,2.86,,380.80,51.23,,155.69,,,,,,,,116.61,,,,331.61,,388.80,,,,10.93,,,,1.04,0.89,0.91,,,,,,,,,22.28,,,,,,,2.06,,,49.25,45.08,,4.59,,,128.36,,,,,11.11,,8.08,,0.09,12.03,,,35.56,,,15.00,,,,,,14.07,,0.76,,108.34,,,,,,,,1318.73
1581441429000,,42.88,169.03,,13.72,53.90,12.53,,,,,31.25,,65.46,,,,32.32,,447.03,0.46,,69.50,,5.44,19.48,,,,,18.36,,,,554.84,,514.10,,,,12.60,,,,3.40,,,,,,,,,,,7.46,,,,,,,0.85,,,164.19,35.46,,7.79,,,83.25,,,,,11.50,,19.55,,9.72,,39.00,,60.05,,,28.00,,,,,,72.55,,6.90,,135.47,,,,,,,,1698.08
1581508790000,,72.90,,0.14,56.17,159.83,58.93,,,,,86.15,,,,,,8.31,,662.51,205.61,,61.27,,3.96,37.18,,,,,291.22,,,,1387.96,,778.11,28.20,,,24.60,,,,,,,,,,,,,,,130.57,,,,,,,55.25,,,202.16,104.60,10.11,,,,36.14,,,,,6.69,,91.69,0.01,7.23,0.96,10.54,,63.33,,,41.04,,,,,,15.56,,2.92,,153.26,,,,,,,,1456.67
1581574720000,,80.72,,7.78,32.22,144.03,92.92,,,,,144.77,,,,,,33.92,,789.82,27.95,,11.21,,4.93,107.13,,,,,18.58,,,,979.80,,384.88,45.20,,,90.65,,,,,,16.02,35.00,,,,,,,,30.63,,,,,,,47.02,,,124.25,21.99,96.38,7.55,,,220.55,,,,,6.00,,68.74,1.93,6.54,0.98,33.43,,64.20,,,50.00,,,,,,32.00,,1.91,,128.18,,,,,,,,1848.33
1581641265000,,42.55,,2.67,21.12,49.33,8.17,,,,,83.63,,55.48,,76.00,,8.37,,949.90,14.90,,44.21,,2.79,24.45,,,8.02,,17.44,,,,796.20,,399.50,58.04,,,95.76,,,,12.71,,25.47,,,,,,,,,7.96,,,,,,,0.89,,,133.34,18.56,49.50,3.79,,,246.89,,,,,0.11,,70.58,0.61,4.15,5.92,40.19,,98.56,,,,,,,,,79.78,,2.01,,204.42,,,,,,,,965.46
1581707956000,,42.25,,45.08,1.18,96.27,22.45,,,,3.61,78.97,,,,,,0.06,,363.17,83.91,,3.75,,,,,,,,84.26,,,,680.55,,93.71,60.05,,,8.00,,,,0.00,,251.91,,,,,,,,0.55,22.84,,,,,,,6.99,,,106.12,37.07,46.08,15.87,,,97.79,,,,,2.02,,78.76,2.07,2.12,8.65,70.57,,52.99,,,,,,,,,30.07,,,,91.25,,,,,,,,1213.96
1581774043000,,49.51,,1.90,21.90,88.32,1.79,,,,19.03,40.55,,60.38,,,,1.23,,153.64,38.71,,0.36,,2.46,13.21,,,,,256.12,,,,477.48,,492.84,25.30,,,38.49,,,,56.24,,305.09,20.00,,,,,,,2.37,8.74,,,,,,,73.03,,,151.00,34.84,6.22,,,,107.48,,,,,,,11.24,4.15,0.10,0.08,,,102.57,,,20.00,,,,,,,,0.69,,203.23,,,,,,,,1154.80
1581841298000,,80.74,,,36.06,174.81,0.56,,,,62.50,94.84,,109.16,,,,6.40,,,19.16,,5.02,,,71.93,,,,,101.44,,,,744.90,,348.23,74.60,,,30.76,,,,,,8.73,15.00,,,,,,,,8.63,,,,,,,3.81,,,134.69,,,44.08,,,430.67,,,,,1.01,,95.84,,9.11,9.27,53.85,,52.95,,,,,,,,,197.80,,1.69,,82.03,,,,,,,,1856.86
1581907086000,,117.94,,0.39,25.41,109.99,26.96,,,,123.36,299.54,,98.07,,,,,,859.09,3.20,,3.62,,19.02,15.10,,,,,12.06,,,,863.19,,545.37,52.62,,,9.90,,,,9.23,,19.64,,,,,,,,0.15,2.81,,,,,,7.77,0.31,,,330.91,,,89.23,,,120.06,,,,,37.14,,128.19,3.09,11.01,4.88,,,27.22,,,,,,,,,,,,,170.87,,,0.10,73.96,,,,1207.05
1581973926000,,96.09,,5.34,6.85,174.03,5.51,,,,255.76,134.72,,,,39.63,,5.66,,551.15,1.97,,,,8.05,73.34,,,,,17.55,,7.92,,997.40,,497.71,22.96,,,50.20,,,,2.01,,16.81,,,,,,,,,9.91,,,,,,7.72,4.24,,,302.98,,,51.15,,,307.11,,,,,23.83,,23.24,,6.54,16.62,,,66.63,,,,,,,,,196.50,,0.23,,153.72,,,,,,,,1210.82
1582040665000,,79.25,,5.42,5.08,101.59,13.32,,,,201.69,52.31,,,,,,0.04,,381.47,,,15.03,,,19.33,,,,,21.46,,,,459.16,,452.15,46.11,,,78.73,,,,,1.00,23.29,,,,,,,,,5.09,,,,,,,17.65,,,143.63,,,29.83,,,76.67,,,,,9.92,,8.60,,3.49,3.57,69.81,,47.38,,,,,,,,,69.50,,1.39,,185.01,,,,,,,,1392.15
1582106715000,,44.50,,,17.59,89.25,32.81,,,,147.82,115.33,,,,2.00,,0.59,,508.36,6.63,,,,,35.85,,,,,80.30,,,,254.26,,466.86,44.05,,,90.81,,,,0.68,,37.71,,,,,,,,,16.84,,,,580.00,,0.26,69.81,,,23.87,106.25,,28.91,,,82.98,,,,,9.02,,35.50,0.18,9.63,0.25,400.59,,41.79,,,,,,,,,251.26,,0.99,,163.12,,,,,,,,1310.88
1582173039000,,83.39,,0.19,10.45,183.83,2.44,,,,198.54,325.63,,,,,,0.02,,148.86,99.93,,0.00,,,111.45,,,,,34.34,,,,472.75,,1332.10,93.44,,,3.56,,,,25.44,7.88,44.32,,,8.37,,,,,,3.64,,,,,,,41.03,,,267.12,43.63,,47.99,,,267.54,,,,,0.37,,49.59,0.71,3.76,11.21,95.34,,29.67,,,213.91,,,,,,157.70,,2.96,,266.76,,,,,,,,2446.46
1582240159000,,73.58,,1.96,0.07,47.00,0.78,,,,236.51,34.83,,,,,,4.92,,,0.77,,1.14,,10.86,5.90,,,,,,,,,321.59,,527.03,43.20,,,,,,,0.16,,8.13,,,,,,,,,49.69,,,,,,,23.20,,,381.76,,53.20,62.93,,,132.31,,,,,7.64,,17.81,,4.23,1.81,59.00,,39.78,,,59.01,,,,,,74.18,,4.69,,172.11,,,,,,,,1257.05
1582306851000,,75.19,,2.83,79.60,138.72,30.72,,,,,10.00,,,,,,0.51,,,0.01,,,,,,,,,,13.84,,,,284.77,,327.22,3.90,,,,,,,,0.06,2.39,,,,,,,,,8.18,,,,,,,25.58,,,121.09,,,25.97,,,14.88,,,,,0.38,,14.47,,3.81,,,,39.92,,,11.42,,,,,,6.03,,1.02,,88.13,,,,,,,,673.68
1582372667000,,31.14,,19.81,88.92,49.74,0.43,,,,57.48,33.45,,,,41.29,,0.21,,,179.15,,19.65,,,31.96,,,,,32.79,,,,267.82,,1760.94,7.92,,,,,,1342.39,18.95,1.63,7.96,,,,,,,,,12.69,,,,,,,30.13,,,167.19,7.60,47.83,11.40,97.48,,84.29,,,,,8.05,,22.46,,6.60,,5.03,,20.58,,,11.23,,,,,,174.93,,5.16,,76.11,,,,,,,,1000.39
1582439543000,,39.62,,14.95,0.85,34.21,0.30,,,,7.94,0.73,,,,,,0.33,,,3.51,,,,,,,,,,,,,,205.08,,138.74,,,,,,,,12.14,,0.15,,,,,,,,,4.34,,,,,,,0.84,,,70.61,,,1.91,19.77,,16.59,,,,,5.92,,0.35,0.40,4.01,4.53,,,17.09,,,,,,,,,12.00,,,,68.05,,,,,,,,436.23
1582505376000,,38.95,,13.09,0.59,88.36,18.05,,,,,25.38,,35.86,,,,7.04,,,0.28,,2.45,,,57.06,,,,,23.73,,,,368.65,,434.45,71.23,,,77.06,,,,0.97,,1.69,,,,,,,,,4.93,,,,,,,32.15,,,90.77,,,38.61,73.41,,50.42,,,,,0.98,,34.46,0.81,0.18,71.30,,,1.21,,,14.67,,,,,,27.50,,9.53,,99.19,,,,,,,,985.31
1582571821000,,33.76,,9.61,48.86,96.21,13.52,,,,15.53,74.82,,36.91,,74.36,,2.07,,,2.39,,36.73,,,27.66,,,,,91.49,,,,233.09,,448.41,44.75,,,21.91,,,,0.77,,2.43,,,,,,,,,1.74,,,,,,,21.14,,,269.36,,,26.47,101.80,,48.19,,,,,9.19,,7.62,,,0.21,,,8.48,,,,,,,,,30.00,,6.27,,143.66,,,,,,,,1025.58
1582638796000,,71.42,,,4.85,163.87,6.03,,,,93.40,41.21,,,,,,0.03,,,0.05,,,,,54.41,,,,,53.04,,,,349.47,,1138.77,,,,0.01,,,,0.01,7.98,2.05,,,,,,,,,21.85,,,,,,18.98,0.48,,,282.41,,,34.47,185.67,,99.96,,,,,0.27,,15.13,,0.12,0.01,20.10,,34.39,,,,,,,,,105.48,,0.59,,83.79,,,,,,,,2156.91
1582705647000,,116.64,,59.78,20.65,125.64,23.07,,,,192.24,156.73,,,,6.71,,13.68,,,223.55,,36.87,,26.38,132.42,,,,,37.77,,,,680.61,,585.74,36.42,,,,,,,2.31,,42.20,12.27,,,,,,,,5.83,,,,,,10.38,26.33,,,392.43,,,140.63,696.15,,173.18,,,,,22.75,,33.34,,2.74,0.75,44.11,,59.29,,,133.05,,,,,,162.04,,12.37,,371.28,,,,,,,,1517.08
1582771019000,,129.99,,15.46,11.43,168.82,36.96,,,,412.85,135.66,,83.04,,,,25.81,,,263.71,,110.13,30.21,4.89,112.28,,,,,8.08,,,,1068.86,,938.24,98.19,,,22.48,,,,25.49,,53.04,46.01,,,,,,,2.73,18.35,,,,,,10.61,4.17,,,894.46,32.73,,119.43,348.02,,330.55,,,,,13.56,,69.36,1.34,6.92,6.52,39.00,,145.03,,,133.84,,,,,,342.50,,9.90,,365.61,,,,,,,,2289.93
1582837876000,,130.96,,0.30,89.62,338.95,15.49,,,,324.58,175.98,,139.08,,,,78.64,,,11.51,,,,,45.68,,,,,115.82,,,,823.19,,791.32,203.90,,,78.26,,,,38.08,27.11,38.93,,,,,,,,4.03,15.02,,,,,,8.70,9.86,,,884.45,,16.35,17.25,166.28,,251.43,,,,,0.52,,22.65,,7.06,,20.07,,0.99,,,,,410.00,,,,217.79,,68.39,,173.86,,,,,,,,2503.88
1582904573000,74.95,156.80,,23.39,25.24,81.71,0.10,,,,154.79,189.36,,,,,,0.92,,,24.82,,18.43,,25.14,169.22,,,,,72.98,,,,791.28,,323.26,18.06,,,98.98,,,,1.77,,51.71,,,,,,,,,1.37,,,,,,8.66,46.36,,,678.72,,,117.40,283.31,,169.39,5.65,,,,0.37,,12.47,,,11.09,35.13,,2.79,,,,,,,,,39.69,,11.12,,332.05,,,,,,,,1844.07
1582970808000,206.45,78.80,,118.91,1.24,65.76,6.50,,,,76.57,9.25,,,,,,1.66,,,253.12,,,,,38.17,,,,,,,,,271.73,,,226.83,,,88.28,,,,,,23.37,,,,,,,,151.16,8.70,,,,,,,2.65,,,453.95,,,62.87,,,114.93,6.57,,,,4.99,,12.66,,3.05,,70.52,,,,,,,,,,,333.63,,0.47,,136.12,,,,,,,,1272.82
1583036689000,5.03,93.53,,13.37,12.42,71.57,7.31,,,,67.28,64.14,49.26,,,,,7.33,,,0.08,,124.33,,4.09,65.45,,,,,17.30,,,,295.70,,450.95,55.15,,,151.23,,,,1.22,21.71,7.90,,,,,,,,,0.02,,,,,,,7.28,,,268.32,,,18.00,,,17.92,,,,,6.61,,27.85,,,0.04,,,1.01,,,,,,,,,68.64,,,,148.04,,,,,,,,1048.10
1583103301000,,80.94,,12.37,77.67,63.14,6.98,,,,57.61,57.97,,,,,,0.26,,,25.37,,,,,99.57,,,,,161.52,,,,592.99,,438.91,57.19,,,62.36,,,,,44.52,45.05,,,,,,,,,5.59,,,,,,,12.53,,,521.34,,,50.08,,,184.26,278.21,,,,28.47,,32.72,,3.05,,37.46,,0.34,,,,,,,,,67.63,,8.78,,270.76,,,,,,,,2155.39
1583168974000,,102.84,,62.86,2.16,,28.57,,,,,48.53,45.02,,,,,6.89,,,1.36,,,,,20.63,,,,,5.76,,,,559.42,,673.18,72.81,,,80.16,,,,0.89,,37.76,,,,,,,,,1.77,,,,,,,23.85,,,403.25,,,26.68,,,104.92,,,,,0.06,,32.56,0.44,,0.64,16.82,,1.38,,,,,728.00,,,,55.22,,1.64,,248.54,,,,,,,,905.72
1583235956000,,54.34,,4.04,3.09,104.58,11.99,,,,65.95,1.07,39.13,,,,,10.09,,,,,,,,8.20,,,,,,,,,332.60,,512.10,118.34,,,59.64,,,,0.01,,14.10,,2.11,,,,,,,13.61,,,,,,,2.54,,,155.86,,,21.56,,,50.02,,,,,3.92,,5.07,1.55,2.09,0.77,20.13,,1.97,,,,,,,,,26.08,,6.09,,84.02,,,,,,,,1542.02
1583302077000,,62.52,,1.03,36.48,115.76,1.06,,,,108.46,32.20,,,,,,5.93,,,243.66,,1.19,,17.00,3.59,,,,,14.80,,,,387.21,,599.95,18.41,,,64.23,,,,0.12,,1.00,,185.20,,,,,,,45.95,,,,,,,,,,438.49,2.20,,,,,87.36,5.28,,,,,,7.22,4.32,4.20,8.46,,,,,,,,,,,,,,2.59,,79.51,,,,,,,,1059.50
1583368317000,,42.56,,17.24,27.37,,0.90,,,,74.02,31.19,,,,6.00,,0.93,,,28.46,,5.47,,,,,,,,12.27,,,,276.20,,237.70,8.89,29.06,,,,,,6.96,,4.44,,140.24,,,,,,,48.29,,,,,,,30.10,,44.84,115.16,53.83,,8.94,,,17.54,,,,,7.97,,7.61,1.24,0.09,,,,,,,,,,,,,20.00,,3.45,,97.93,,,0.00,,,,,687.06
1583435384000,,52.24,,17.72,14.82,43.11,,,,,60.28,65.35,,,,,,0.03,,,2.39,,0.19,,15.08,18.23,,,,,,,,,612.28,,420.38,77.92,43.01,,,,,,0.39,,107.12,,73.74,,,,,,,5.07,,,,,,,10.12,,,197.97,30.77,,17.55,,,15.04,,,,,5.41,,11.14,,4.62,0.01,52.00,,,,,,,,,,,17.00,,3.80,,93.66,,,,,,,,1055.96
1583502285000,,34.64,,0.64,71.00,59.78,3.45,,,,70.24,56.47,,,,5.00,,0.61,,,3.53,,0.01,,3.33,14.18,,,,,,,,,293.30,,246.03,0.33,12.22,,,,,,1.08,,47.06,,86.53,,,,,,,9.76,,,,,,4.41,6.34,,,169.32,,,8.45,,,11.66,5.13,,,,38.39,,7.63,11.03,0.23,0.52,20.25,,,,,,,,,,,14.46,,0.85,,118.19,,,,,,,,690.11
1583567810000,,20.80,,12.19,2.58,37.73,21.74,,,,41.18,64.59,,,,,,0.11,,,4.57,,,,,26.07,,,,,,,,,235.44,,280.66,0.33,9.64,,,,,,0.74,,1.48,100.00,54.82,,,,,47.61,5.59,7.75,,,,,,,,,,87.06,,12.61,,,,,,,,,2.00,,9.23,0.09,0.75,0.56,,,,,,,,,,,,,,,,85.46,,,,,,,,603.10
1583633541000,,42.32,,61.19,14.04,59.37,0.93,,,,86.58,112.49,,,,,,0.61,,,10.29,,,,,32.24,,,,,36.21,,,,581.45,,386.01,0.34,105.13,,,,,,2.65,7.49,,,116.31,,,,,20.38,,4.73,,,,,,,0.52,,41.94,226.07,,,50.00,,,120.71,,,,,18.92,,5.17,,7.28,1.68,,,,,,,,,,,,9.50,,10.18,,86.07,,,,,,,,1278.43
1583699841000,,93.47,,61.20,43.96,101.33,19.13,,,,233.88,852.50,,,,,,21.97,,,510.55,,15.17,,0.57,74.64,,,,,226.19,,,,944.80,,1125.72,2.63,22.84,,,,,,6.06,,,184.82,261.60,,,,,160.73,,123.49,,,,,,,3.55,,826.00,378.50,,,45.52,,,367.43,38.19,,,,53.03,,49.67,,0.55,14.88,,,,,,,,,,,,584.31,,12.74,,160.48,,,,,,,,1211.30
1583767163000,,267.52,,239.47,98.59,139.12,29.35,,,,535.81,757.77,,,,9.65,,14.94,,,290.13,,0.07,,4.40,374.40,,,,,191.32,322.31,,,1707.85,,1477.42,593.99,73.49,,1.46,,,,14.99,10.71,,47.41,873.66,,,,,251.55,,22.76,,,,,,9.62,9.54,,132.51,1271.72,88.55,,29.50,,,623.81,6.81,,,,114.18,,11.23,,0.00,1.51,377.07,,,,,36.89,,,,,,487.27,,5.21,,655.69,,,,,,,,4115.68
1583833348000,,179.91,,0.33,65.13,9.58,37.52,,510.00,,101.97,357.61,,,,,,4.11,,,2.05,,0.08,30.00,6.23,164.39,,,,,238.78,4.96,,,3258.79,,1940.60,942.06,63.86,,19.77,,,,10.92,15.17,0.01,13.29,593.82,,,1713.50,,103.67,,4.66,,,,,,,14.29,,128.00,1349.84,91.40,,46.34,,,192.22,53.90,,,,25.39,,103.60,,0.13,3.89,119.73,,7.76,,,197.21,,,,,,770.22,,1.01,,236.52,,,,,,,,2229.19
1583900197000,,137.73,,213.08,49.37,9.98,23.21,,,,177.45,111.50,,7.09,,,,0.23,,,54.21,,,,,42.91,,,,,95.19,,,,765.10,,1319.08,186.02,67.91,,,,,,19.53,,,,158.45,,,949.99,,56.12,,24.39,,,,,,,43.71,,,223.84,29.27,45.68,4.94,,,91.96,2.72,,,,21.91,,16.73,1.02,,,80.71,,1.46,,,,,,,,,109.07,,29.12,,122.20,,,,,,,,1546.94
1583966404000,,175.17,,3.51,47.76,,,,241.07,,,158.69,,,,66.20,,18.26,,,48.11,,0.48,30.00,12.81,222.11,,,,,231.03,,,,2562.62,,984.35,350.77,164.51,,,,,,0.87,1.31,,,44.48,,,,,107.12,5.77,8.09,,,,,,,35.77,,21.10,1073.71,439.85,47.23,31.90,,,177.89,12.74,,,,87.66,,53.88,1.48,,,77.75,,0.72,,,53.99,,,,,,140.09,,11.37,,158.06,,,,434.33,157.58,,,2288.93
1584033400000,,128.63,,29.78,78.15,34.34,77.56,,,,,2213.96,,,,,,204.67,,,134.33,,,997.54,,1901.25,,,,,247.81,,,,11832.77,,6251.66,1561.82,432.28,,,,,,28.01,445.82,,,,,,,,1923.55,9.44,310.92,,,,,,,6.87,,,2391.18,361.41,38.44,,,,1898.66,154.85,,,,1882.15,,896.82,5.22,2.02,54.29,40.67,,1214.76,,,720.56,,,,,,941.01,50.00,18.24,,4678.92,,,,1007.34,5417.89,,,8483.44
1584100621000,,439.29,,21.40,59.67,226.85,877.49,,344.76,,258.71,3180.52,100.00,,,5.00,,22.53,,,529.51,,,1027.35,161.64,1890.53,1759.96,,,,910.31,448.66,,,53652.45,,6246.78,2192.64,8374.87,,72.34,,,1615.01,501.60,2036.93,,,,,,,,9522.18,,1145.51,,,,2955.00,,71.69,116.43,,,6821.75,286.00,66.08,88.08,,,8358.43,1176.07,,,,4882.75,,13099.85,2.99,30.53,99.47,87.00,,502.88,,,1139.21,,,,,,4225.42,47.96,14.23,,22784.63,,,,76.29,25055.78,,884.21,26348.30
1584168330000,,424.25,,14.87,225.48,127.87,121.01,,,,926.36,178.22,,26.12,,,,4.02,,,181.89,,0.05,30.00,80.57,381.31,,,,,285.07,,,,9182.75,,2621.84,811.28,739.75,,,,,7.05,41.30,250.16,,,,,,,,1554.22,,376.41,,,,,,20.00,83.55,,257.02,760.91,,44.47,7.52,,,3454.78,525.60,,,,63.62,,709.43,,19.22,,,,8.71,,,108.28,,,,,,64.86,,21.24,,1076.53,,,0.23,318.29,3330.32,,,3984.68
