timestamp,​0x9799b475dEc92Bd99bbdD943013325C36157f383,​0xB9D77A2BCB23850540C394df863D23BF17296CE8,​0x1200563cFAEb481e1f0542A246F0cefcdE4C4753,​0xF506828B166de88cA2EDb2A98D960aBba0D2402A,​0xF173214C720f58E03e194085B1DB28B50aCDeeaD,​0xcb9D1c05b5f848B67E80BD91Aee76ec7F81216db,​0x745DAA146934B27e3f0b6bff1a6e36b9B90fb131,​0x5CCb8c39bF68612C7997Cbc498ae55908D32d223,​0x4CB2B6DcB8Da65F8421fEd3d44E0828E07594a60,​0xA694068FDfd382FA60c249e9A2B92a5548aD50EF,​0x048918b89189F68dA6146ddb6eEc63C649671c67,​0x0a6bb2770450F8BB7Cc0b42ee859ac7f9177010D,​0x22fB3590Ca2b6a876D7fb655FC6e598Abf28d3E1,​0xfEA677f3b408700AE4ba6355C4885851867a29E3,​0x00000000Af5A61acAf76190794E3fdf1289288A1,​0x71A1dF0d820d29c784C04865904492aC38801A04,​0x4e04245c0Dbbd1d458aC3c2aFC976491983E44De,​0x2E642b8D59B45a1D8c5aEf716A84FF44ea665914,​0xeE7F212545b3c388f8fD176f83bDff85F3Dcea7D,​0x23983EA2123D40EB5655dfFf3F3C917C78F214f6,​0x2C4Bd064b998838076fa341A83d007FC2FA50957,​0xDcF42a28b6d7e3377355B1e91a9b91708b83E2d5,​0x05cDe89cCfa0adA8C88D5A23caaa79Ef129E7883,​0x347dEE698fD3ECcd64E11EF11c9C141E0D957Ba8,​0xA54da2581dd4828e4Aa00638Aab835119500A284,​0x00000000B1786c9698C160D78232c78d6f6474Fe,​0x5daEcc32Fc2e735cB1Ca6d0427F9eC71Bcb4F0eD,​0x9021C84f3900B610ab8625d26d739e3B7bFf86aB,​0x9424BFC9F19d2c40d79Ca20094A7Da9d4024C44B,​0x693c188E40F760ecF00d2946ef45260b84FBc43e,​0xB958a8f59AC6145851729F73c7A6968311d8B633,​0x3A32ECf794C2172f47d0186bAEE4BfA74D2ebc9f,​0x094DaeEb1e59E42479449bD81f0c5088A93137Fe,​0x06E27Dd8706B2a471d43dd6debd78Ef72E388aCc,​0x31E085Afd48a1d6e51Cc193153d625e8f0514C7F,​0xF8341bf53e42DAc7b3E3516E0c6ef6003646DD6D,​0xa57Bd00134B2850B2a1c55860c9e9ea100fDd6CF,​0x860bd2dba9Cd475A61E6d1b45e16c365F6D78F66,​0x1814222fa8c8c1C1bf380e3BBFBd9De8657Da476,​0x7B2eF92fDecdf4a156365EB78c9E92b44588Fe84,​0x25C40bC17E4BF2f8C23aCc99a7A38568f0890157,​0xe9519677e6ec8D2D6BFaB92A059529feA6075d37,​0x53bba5c7872BFC4935cb4EEe63c1bA9BfC68212A,​0x8c117a0661568a6189Dc65a53A5E1CC2312a22a3,​0x69C4EfE68F4eaBdFAa614a8E682B1391802F4913,​0x01Da73c4Ec1355f953aD0AAcA3eF20e342Aea92a,​0x533344cFdF2a3E911E2CF4c6f5ED08e791F5355f,​0x978aAD63FE35F7A72573c411C3dfF53608AaeaC9,​0xFb9284715e9B0d08153caA34C35bfAed76edC31F,​0x36E5A96c8d01803d2C48756AA7bde1c01d7D9f8A,​0x5Be5b30A720093C9d1B1E6CF8441280a48a495F8,​0xbD2c8F386dA16351F5Eb883b78C5978a70CeE198,​0x762ed657B76372F8C08C6f7E0Aa4170658C4CA35,​0x36691C4F426Eb8F42f150ebdE43069A31cB080AD,​0x3Fb2F18065926DdB33E7571475c509541d15dA0e,​0x97deC872013f6B5fB443861090ad931542878126,​0xc3037b2A1a9E9268025FF6d45Fe7095436446D52,​0x591E9F22E2e925A5FEBbBF9DA7e7A632e877FE5c,​0x284620B56318d18Db45E40614556B9cB1d0dd92B,​0x812D2e05aFb6E15a47355AC616fC69098B22C794,​0x2c6b36530c0f25FA2765e2901101b4FCF149DEC4,​0xAfA5AA8648E645277500a388230Cc1985ed8C627,​0x3958B4eC427F8fa24eB60F42821760e88d485f7F,​0x000000000000006F6502B7F2bbaC8C30A3f67E9a,​0x6510B33A35AFCF6d1B1C7927139Eb9c08343d665,​0x8018280076d7fA2cAa1147e441352E8a89e1DDbe,​0x1680eD6A1fE73c673E778705355212235DeC3242,​0x0780366ED1fd05d7e9a6aCD7867DeD8C68730F2c,​0xc35A5FEc6BE6957899E15559Be252Db882220b37,​0x0358629bD27FA559b88D0F41ea3dA28D057c3414,​0xc51a5024280d6AB2596e4aFFe1BDf6bDc2318da2,​0x00dEe1F836998bcc736022f314dF906588d44808,​0x6c2d992b7739DFB363a473Cc4F28998b7f1f6dE2,​0x03E86D24C462fa6aD88568053361186E4A5aF68e,​0x5c5b40855fc364b797c1F539F7Eb39cDC94a8a91,​0xB27732Feae161E1f42cfcd2b716BbF7f987FB984,​0xF92C1ad75005E6436B4EE84e88cB23Ed8A290988,​0x456974dF1042bA7A46FD49512A8778Ac3B840A21,​0x1e30124FDE14533231216D95F7798cD0061e5cf8,​0xfc96e234d4B31C63051E707105fCC4aba37807Fa,​0x09cabEC1eAd1c0Ba254B09efb3EE13841712bE14,​0x4d2f5cFbA55AE412221182D8475bC85799A5644b,​0xce5702E94aD38C061e44a4a049Cc29261F992846,​0x889aBdD2bC0F3a884e607279bA132501698fbcd5,​0xDFf2AA5689FCBc7F479d8c84aC857563798436DD,​0xD1a06725e9fee446b4a49cEE85c9C213cC13F39A,​0x238e24C06313fC8176BC6C49a0EBE86c2b0aabb6,​0x8333331B3FE016653FF0ADB7b37E52f81A6E7382,​0x7Aa29D3158BC446fABD3196f54C01f86321eae32,​0x0e115a21c34708fDA175cC9C924Ba42A6D87f95d,​0x0a236B41aDd0073df05EaC5Fc8505Ad745C7859D,​0x22A1B26BFb867dfAB91B16F7872bCdF559D5427F,​0x1eb3b6cf9e6f1F7CB0eEAfCea2aBD8016628e45b,​0x0000000000C90bc353314b6911180ED7E06019A9,​0x22Acb809d08aE7c79F0b84513EfCE0577acFE514,​0x9F92473Cce5dd539C76fD79C78aE5c8fAf706134,​0xE33C8e3A0d14a81F0dD7E174830089E82F65FC85,​0x11111254369792b2Ca5d084aB5eEA397cA8fa48B,​0x8a3960472B3D63894B68DF3f10F58F11828d6fd9,​0xF6FB09a41fa6C18cEbC1e7C6F75A8664D69e4d48,​0xA540fb50288cc31639305B1675c70763C334953b,​0x083855E63c4d885b1886c1596ea1C5f1bf819391,​0x6a0c50788E462f322959A2458687096994d66316,​0xADEEb9d09B8Bcee10943198FB6F6a4229bAB3675,​0xEFe53909AFf7d1Af4936B1B7Dd2A6C3f24A02fd9,Other
1587434258000,,511.31,,12.56,32.32,,13.55,,,,590.78,116.00,,,,,,10.43,465.57,,1.98,102.84,5.35,,3.58,151.60,,,,420.25,24.49,,,,893.10,,379.21,49.38,,,,87.18,,,7.58,,,,,,,,,50.66,,60.70,,,225.03,,,,6.55,,,,,,97.96,,,269.10,42.36,,,,16.50,,118.90,5.44,7.19,0.47,,,,,,,,,,,,2.50,,22.48,,251.08,,10.04,,,,,,1075.42
1587501138000,,365.49,,,15.88,,3.63,,,,341.90,164.19,,,,,,,140.67,,0.00,299.64,31.04,,1.26,30.88,,,,147.74,,,,,559.81,,246.09,63.96,,,,4.12,,,1.02,0.09,,,,152.14,,,,12.59,0.50,60.80,,,77.50,,,,3.54,,,,,86.21,12.00,,,82.11,,,,,0.82,,42.48,10.38,16.52,6.54,,,,,,,,29.84,,,,1.50,,,,24.95,,24.43,,,,,,730.44
1587568237000,,139.29,,,2.99,,,,,,297.84,2.66,,,,40.00,,0.05,121.70,,0.00,511.68,22.41,,59.97,,,,,122.81,,2.98,,,372.82,,226.80,52.13,,,,1.29,,,,5.55,0.01,,,,,,,13.67,,18.23,,,35.39,,,,14.64,,,,,,128.63,,,69.75,54.44,,,,19.38,,9.86,8.20,114.17,,,,,,,,,,,,,,,,,67.49,,33.76,,,,,,490.96
1587634602000,,278.28,,21.39,4.94,,6.60,,,,205.06,65.16,,,,46.78,,0.01,90.12,,17.77,,24.07,,19.73,,,,,133.13,24.16,,,,466.60,,308.72,86.60,,,,77.64,,,0.01,1.26,,,,,,,,67.27,,18.36,,,,,,,66.54,,,,,,44.89,,,5.77,42.25,,,59.81,3.77,,190.60,3.71,14.65,0.55,,,,,,,,,,,,2.50,,,,67.61,,,,,,,,1233.37
1587701744000,,279.78,,,37.45,,52.56,,,,299.07,118.47,,,,21.00,,,1.61,,24.60,198.35,12.51,,75.23,35.25,,,17.00,304.70,,,,,609.71,,364.08,77.40,,,,61.05,,,1.11,0.05,,,,,,,,18.67,,59.97,,,,,,15.00,0.29,,,,,,109.26,,,183.67,59.20,,,316.97,352.44,,200.19,9.67,14.68,7.78,,,,,,,,,,,,30.16,,2.56,,145.80,,26.05,,,,,,1757.44
1587768625000,,220.91,,,0.59,,47.28,,,,189.24,13.77,,,,71.00,,0.03,0.00,,4.19,,7.07,,23.11,61.79,,,,128.90,,,,,340.01,,124.58,74.96,,,,1.50,,,0.61,0.05,,,,,,,,22.94,,31.26,,,,,,,1.56,,,,,,,,,25.63,,,,194.83,46.94,,13.51,10.01,21.23,,,,,,,,,,,,,,,,,176.81,,,,,,,,693.58
1587836062000,,198.63,,,5.96,,13.33,,,59.27,208.47,23.37,,,,122.00,,0.03,,,0.15,77.85,9.61,,8.85,7.98,,,,115.36,,,,,296.93,,469.42,36.12,1.48,,,25.08,,,5.64,,,,,,,,,31.82,,5.48,,,,,,20.00,0.57,,,,,16.14,59.31,,,30.54,3.33,,,271.20,5.87,,104.75,14.57,19.19,,,,,,,,,,,,,,,,,128.58,,65.70,,,,,,953.10
1587902337000,,78.56,,,2.10,,12.33,,,7.11,72.19,32.34,,,,,,0.39,,,1.73,,1.77,,,,,,,19.43,,,,,192.55,,116.78,,,,,1.33,,,10.37,,,,,,,,,3.64,,8.63,,,,,,,0.85,,,,,,3.00,,,6.58,,,,51.48,21.71,,22.99,10.77,1.13,2.36,,,,,,,,,,,,,,,,73.38,,,,,,,,441.49
1587969951000,,213.41,,1.03,44.60,,31.89,,,,178.52,97.91,,,,10.22,,19.95,,,40.07,76.93,6.18,,36.39,29.76,,,,137.00,,,,,408.49,,360.53,32.48,,,,14.45,,,5.30,,,,,,,,,2.89,3.85,9.20,,,,,,31.75,2.36,,,,,,,,,43.63,47.82,,,196.74,7.80,,68.39,58.54,5.85,1.94,,,,,,,,,,,,33.01,,15.46,,49.31,,116.33,,,,,,969.42
1588036978000,,290.99,,6.50,,,58.15,,,,293.61,80.33,,,,161.41,,26.62,,,,,0.37,,10.22,25.58,,,8.00,52.97,,,,,422.91,,740.48,137.63,,,,84.81,,,1.30,1.00,,,,,,,,9.32,269.53,61.20,,,,,,,1.26,,,,,,106.39,,,36.36,,,,245.00,24.57,,121.02,10.11,0.35,4.50,,,,,,,,,,,,,,4.69,,136.31,,5.51,,,,,,1420.04
1588104246000,,228.41,,1.22,0.53,,10.04,,,54.35,121.01,37.11,,,,,,1.95,,,23.25,,1.20,,24.50,32.37,,,,42.35,,,,,220.18,,167.84,1.62,,,,51.34,,,0.01,,,,,,,,,6.28,83.47,2.68,,,,,15.51,,6.02,,,,,,6.01,,,10.25,21.56,,,119.12,23.66,,35.15,1.71,38.23,,,,,,,,,,,,,,,0.65,,22.92,,,,,,,,469.05
1588170340000,,236.56,,4.85,4.15,,60.52,,,,326.79,161.47,,,,60.00,,1.86,,,2.09,,10.67,,29.93,50.07,,,,69.55,46.30,,,,321.35,,115.00,79.04,,,,9.81,,,0.31,,,,,,,,,52.58,161.52,1.76,,,,,,,6.88,,,,,,55.41,,,184.34,6.54,,,293.93,18.63,,299.16,14.61,6.27,5.45,,,,,,,,,,,,18.00,50.41,7.88,,133.61,,7.68,,,,,,705.10
1588237076000,,468.28,,24.84,21.38,,67.83,,,,346.60,228.93,,,,,,1.77,,,0.48,,44.14,,25.24,18.62,,,,242.35,188.60,,,,709.87,,565.76,78.55,,,,130.10,,,15.01,,,,,,,,,75.21,,48.95,,,,,,,5.52,,,,,,198.40,,,237.48,22.78,,,159.07,42.06,,139.29,57.63,28.76,6.76,,,,,,,,,,,,210.25,,0.78,,168.96,,16.58,,,,,,2240.76
1588305064000,,634.20,,0.96,10.64,,19.50,,,117.81,346.10,289.74,,,,,,0.17,,,0.41,,19.74,,24.30,53.86,,,,319.23,20.67,,,,739.40,,479.18,35.14,,,,124.30,,,2.42,,,,,,,,,22.65,55.22,27.69,,,,,,24.45,,,,,,,252.22,,,246.79,130.72,,,59.03,55.97,,123.19,5.38,19.65,4.41,,,,,,,,,0.02,115.99,,2.51,,4.16,,160.17,,4.54,,,,,,1721.30
1588371539000,,373.26,,4.20,7.95,,56.88,,,62.09,71.79,85.67,,,,1.10,,0.00,,,1.70,,15.07,,10.98,,,,,138.40,,,,,320.26,,382.54,9.74,,,,34.49,,,0.70,,,,,,,,,8.78,22.95,8.35,,,,,,24.37,0.51,,,,,,,,,32.68,37.53,,,1.79,9.48,,187.62,9.90,2.53,,,,,,,,,48.27,,24.27,,,,,,89.57,,7.94,,,,,,561.58
1588438821000,,203.85,,48.95,2.32,,22.17,,,,23.62,43.74,,,,14.04,,0.00,,,,,2.62,,20.68,52.14,,,,58.01,,,,,256.59,,213.36,35.21,,,,41.37,,,27.15,,,,,,,,,,,9.86,,,,,,,0.54,,,,,17.07,9.50,,,8.71,,,,10.36,7.93,,18.16,15.26,0.69,0.29,,,,,,,,,,64.05,,,,,,35.80,,18.50,,,,,,561.76
1588506516000,,61.56,,0.20,4.02,,9.85,,,6.93,77.38,24.03,,,,7.07,,5.12,,,,,10.76,,2.86,28.23,,,,137.94,,,,,456.99,,173.11,18.41,,,,49.48,,,3.29,,,,,,,,,8.51,174.04,4.92,,,,,,,0.43,,,,,5.20,9.26,,,114.67,25.56,,,9.43,50.63,,75.04,25.81,,10.42,,,,,,,,,,72.16,,,,,,53.60,,8.51,,,,,,642.00
1588572377000,,207.10,,14.21,15.44,,23.96,,,85.79,211.74,124.81,,,,37.29,,14.48,,,0.55,,47.12,,3.83,38.94,,,11.00,236.36,,,,,633.54,,232.16,216.12,,,13.83,9.56,,,1.94,,,,,,,,,62.50,9.40,7.81,,,,,,48.76,14.02,,,,,2.00,9.51,,,138.71,47.96,,,,13.17,,145.60,91.56,4.63,15.71,,,,,,,,,,119.49,,,,13.92,,166.60,,,,,,,,1028.32
1588638430000,,316.25,,0.08,17.60,,21.12,,,44.32,243.18,176.57,,,,20.54,,0.50,,,4.89,,82.89,,8.09,38.27,,,19.02,313.98,9.77,,,,445.70,,377.89,99.41,,,,26.02,,,11.79,,0.20,,,,,,,12.56,1.42,2.24,,,,,,,3.49,,,,,61.60,39.25,,,12.51,78.66,,,,40.47,,171.67,19.43,211.04,0.34,,,,,,,,,,98.34,,,,15.95,,235.25,,68.67,,,,,,1202.58
1588705743000,,277.16,,0.37,20.22,,19.29,,,,76.03,44.99,,,,,,2.30,,,0.74,,7.42,,1.41,15.86,,,29.00,138.14,,,,,306.93,,142.78,47.20,,,,16.91,,,1.28,,,,,,,,,1.24,2.10,2.35,,,,,,,2.24,,,,,,,,,20.43,30.84,,,9.70,9.11,,49.08,13.84,4.34,11.45,,,,,,,,,,102.84,,,,,,97.14,,2.75,,,,,,593.22
1588771981000,,123.28,,,0.46,,31.58,,,21.68,133.08,15.43,,,,,,0.06,,,,,3.88,,3.86,18.08,,,4.90,121.29,,,,,362.66,,108.34,,6.47,,,15.00,,,0.25,,,,,,,,,0.00,0.11,25.82,,,,,,,2.75,,,,,,58.50,,,139.09,,,,3.01,,,30.14,3.52,4.96,7.25,,,,,,,,,,36.26,,,,1.03,,109.79,,12.00,,,,,,405.50
1588839881000,,163.37,,6.36,1.80,,9.46,,,49.86,96.76,6.00,,,,4.85,,,,,0.97,,0.31,,7.48,67.99,,,36.42,309.21,,,,,348.43,,211.28,9.09,,,,26.37,,,0.61,,,,,,,,,3.91,6.59,2.39,,,,,,10.05,7.20,,,,,20.00,19.56,,,73.60,15.26,,,0.33,27.26,,130.48,6.51,7.48,3.14,,,,94.29,,,,,,86.12,,80.00,,3.23,,102.50,,,,,,,,776.47
1588906152000,,260.21,,4.45,0.44,,152.77,,,84.86,194.57,211.25,,,,,,2.52,,,4.24,,2.57,,26.12,25.61,,,104.30,140.88,,,,,573.82,,147.49,3.22,,,,18.20,,,0.49,,1.21,,,,,,,13.18,54.25,10.51,,,,,,14.55,6.36,,,,,,48.11,,,45.60,51.27,,,,83.12,,83.42,8.50,102.76,8.42,,,,70.97,,,,,,193.79,,,,27.52,,205.39,,,,,,,,955.00
1588972800000,,115.80,,,,,27.10,,,14.15,158.55,30.51,,,,18.98,,27.15,,,5.41,,27.34,,6.96,81.84,,,,239.41,46.25,,,,460.97,,248.19,60.38,,,,110.13,,,0.28,,,,,,,,,27.88,186.73,25.92,,,,,,,3.02,,,,,,28.60,,,,18.12,,,0.00,39.04,,103.52,8.52,251.72,76.31,,,,227.61,,,,,,143.48,,,,6.42,,273.31,,,,,,,,739.41
1589040204000,,194.00,,,14.46,,32.89,,,21.26,97.22,24.37,,,,,,42.92,,,,,21.85,,,39.19,,,,87.17,,,,,345.29,,258.07,90.45,,,,1.22,,,,,,,,,,,,27.49,132.83,51.42,,,,,,,17.07,,,,,,95.00,,,46.45,38.10,,,,0.24,,27.39,6.02,228.52,21.69,,,,202.88,,,,,,113.87,,,,0.41,,454.44,,4.90,,,,,,612.94
1589107927000,,347.37,,,6.55,,151.72,,,108.03,394.94,286.39,,,,,,7.70,,,0.69,,57.92,,,220.30,,,147.04,985.85,75.42,,,,934.49,,2166.70,711.70,,,,431.19,,,1.10,,0.22,,,,,,,99.86,23.79,50.39,,,,,,,57.88,250.42,,,,18.42,40.99,,,43.44,87.95,,,,52.37,,512.06,5.43,37.24,18.11,,,,201.79,,,,,0.04,309.16,,180.73,,28.86,,1044.02,,44.63,,,,,,2817.95
1589174391000,,262.25,,4.23,17.26,,35.98,,,22.69,389.40,86.68,,,,,,2.22,,,3.01,,49.49,,,60.07,,,,503.01,,,,,499.38,,591.25,36.64,,,,105.32,,,63.67,,,,,,,,,26.97,183.32,26.36,,,,,,,1.36,,,,,15.93,21.74,,,70.04,12.52,,,11.64,32.40,,62.12,2.78,88.85,9.70,,,,297.99,,,,,0.05,250.16,,42.22,,,,113.99,,,,,,,,1784.35
1589241093000,,466.19,,,16.47,,10.87,,,29.55,463.30,80.03,,,,,,0.31,,,0.00,,,,,6.51,,,51.58,648.16,,,,,499.19,,383.85,251.25,,,,267.17,,,15.49,,,,,,,,,29.14,34.76,29.77,,,,,,26.75,8.52,,,,,38.86,38.29,,,167.89,42.55,,,,199.25,,99.50,15.11,217.52,12.40,,,,295.35,,,,400.00,,323.74,,,,,,112.31,,5.27,,,,,,1397.13
1589308656000,,306.86,,,1.17,,45.08,,,54.61,178.87,,,,,40.07,,5.37,,,0.03,,5.86,,,,,,9.08,142.36,51.79,,,,386.36,,123.70,,,,,2.27,,,1.19,,,,,,,,,45.33,80.21,3.24,,,,,,,0.76,,,,,38.37,15.86,,,21.92,,,,,0.00,,50.60,36.63,140.08,30.74,,,,20.51,,,,,,73.69,,,,3.72,,100.17,,,,,,,,1247.73
1589375621000,,109.46,,,0.22,,31.30,,,,110.04,,,,,20.00,,0.77,,,,,0.78,,,11.26,,,19.00,36.58,,,,,328.51,,279.14,,,,,,,,8.08,,,,,,,,,,16.46,22.99,,,,,,,13.43,,,,,,10.54,,,69.00,,,,,67.20,,109.62,28.05,13.05,1.79,,,,,,,,,,,33.93,,,5.14,,102.01,,,,,,,,775.03
1589442351000,,212.83,,10.69,7.41,,143.14,,,143.46,159.48,52.12,,,,48.00,,2.57,,,1.54,,16.19,,,11.29,,,30.46,269.63,,,,,503.56,,145.24,,,,,57.96,,,5.14,,,,,,,,,85.62,142.50,6.54,,,,,,,0.04,,,,,,30.42,,,12.18,21.10,,,,0.01,,91.16,29.71,0.45,7.92,,,,,,,,,,,208.71,,,1.76,,276.59,,22.25,,,,,,962.08
1589509055000,,212.87,,,3.98,,70.69,,,139.18,164.38,,,,,20.00,,6.32,,,0.01,,17.41,,,,,,12.42,347.08,,,,,603.53,,218.74,29.47,,,,26.49,,,0.00,,,,,,,,,70.38,26.92,9.31,,,,,,,4.32,,,,,,30.16,,,92.47,52.13,,,,51.38,,183.42,16.53,1.92,9.23,,,,,,,,,,,117.31,,,2.19,,65.03,,,,,,,,1250.02
1589576701000,,173.86,,5.89,5.32,,81.60,,,66.37,103.22,36.75,,,,,,2.22,,,2.15,,,,,,,,36.84,183.99,,,,,249.94,,284.01,,,,,26.68,,,,,,,,,,,,114.32,7.71,9.35,,,,,,,10.06,,,,,,5.01,,,143.54,27.37,,,,15.61,,128.10,34.23,1.13,3.89,,,,,,,,,,,115.41,,,,,67.75,,,,,,,,960.34
1589644333000,,177.59,,,31.95,,114.50,,,84.12,105.06,19.91,,,,45.23,,2.72,,,,246.98,3.02,,,,,,102.16,203.45,,,,,243.02,,258.74,,,,,132.37,,,1.65,,,,,,28.04,,,6.76,6.87,20.69,,,,,,,0.10,,,,,,,,,7.63,6.64,,,,4.96,,90.86,33.66,,16.93,,,,,,,,,,,108.58,,,2.35,,19.20,,,,,,,,510.94
1589711000000,,155.83,,1.50,0.02,,56.87,,,,46.67,6.49,,,,,,1.05,,,0.63,,15.33,,,,,,74.86,48.51,,,,,215.47,,31.77,,,,,64.88,,,,,,,,,48.44,,,105.87,6.58,24.25,,,,,,,,3.55,,,,,4.99,,,,,,,,0.72,,68.45,101.57,0.26,2.07,,,,,,,,,,,87.64,,,0.66,,,,26.63,,,,,,687.53
1589778055000,,153.54,,12.05,20.02,,111.27,,,82.73,104.14,357.94,,,,,,9.94,,,,145.57,114.15,,,,,,98.55,134.36,,,,,294.48,,310.02,181.65,,,,31.78,,,12.94,0.49,,,,,121.51,,,56.33,7.54,0.10,,,,,,98.00,2.00,,,,,,29.23,,,104.79,73.54,,,,53.61,,148.85,62.99,,17.51,,,,,,,,,,,374.95,,,,,0.02,,3.00,,,,,,1460.10
1589845567000,,99.71,,,1.82,,9.60,,,,52.78,35.65,,,,,,0.40,,,2.38,70.86,47.70,,,,,,115.60,76.93,52.68,,,,292.14,,368.73,21.57,,,,,,,1.97,,,,,,79.77,,,80.26,0.12,9.65,,,,,,,17.86,,,,,45.21,23.65,,,24.89,33.55,,,,23.80,,31.06,48.53,0.03,4.92,,,,,,,,,,,123.18,,,,,0.16,,,,,,,,1158.48
1589913105000,,77.76,,,,,98.12,,,35.27,85.51,18.69,,,,,,,,,8.19,,5.94,,,,,,140.48,203.36,30.26,,,,135.35,,364.58,,,,,22.89,,,1.03,,,,,,69.23,,,52.92,0.99,10.18,,,,,,,,,,,,45.00,,,,118.56,,,,,6.55,,37.24,38.28,,,,,,,,,,,,,83.29,,28.41,0.36,,1.33,,,,,,,,939.48
1589980117000,,77.88,,,2.90,,47.60,,,,146.49,7.17,,,,,,7.13,,,,,7.36,,,8.79,,,203.36,88.33,,,,,248.66,,193.70,28.45,4.27,,,56.03,,,1.28,,,,,,27.81,,,14.92,,23.74,,,,,,,4.74,5.03,,,,23.48,,,,27.55,9.50,,,,9.59,,35.59,23.41,76.72,14.59,,,,,,,,,0.00,,34.20,,,,,,,,,,,,,589.92
1590047677000,,56.74,,0.49,,,93.89,,,40.00,148.88,52.13,,,,,,,,,,,9.53,,,36.66,,,60.00,60.52,7.37,,,,348.76,,96.71,198.97,,,,81.17,,,,,,,,,245.78,,,,,,,,,,,,2.93,41.98,,,,90.32,,,,109.30,31.08,,,,4.55,,34.79,9.06,0.50,40.99,,,,,,,,,,,216.79,,,,,,,4.75,,,,,,521.82
1590113970000,,198.25,,4.36,8.26,,27.27,,,52.89,169.40,25.14,,,,45.02,,0.89,,,0.39,50.05,33.03,,,,,,,216.19,,,,,575.10,,786.49,46.31,,,,128.18,,,,,,,,,244.25,,,51.63,2.82,10.07,,,,,,25.88,10.48,,,,,212.61,,,,55.73,65.42,,,,18.15,,166.42,72.59,0.04,44.11,,,0.25,,,,,,,,157.16,,60.21,,,1.08,,7.25,,,,,,1477.11
1590181994000,,152.35,,10.01,,,7.29,,,,113.06,53.57,,,,5.07,,0.01,,,,,0.63,,,,,,,51.02,,,,,523.99,,112.13,8.92,,,,72.24,,,,,,,,,96.39,,,135.96,0.01,1.03,,,,,,,13.48,,,,,88.68,,,,16.65,27.30,,,,28.61,,145.91,17.85,0.18,10.22,,,,,,,,,,,38.91,,,,,0.07,,,,,,,,585.05
1590248502000,,81.27,,,2.34,,,,,,105.92,0.14,,,,10.40,,1.49,,,0.31,,14.49,,,,,,,21.88,,,,,238.08,,116.31,9.79,,,,73.61,,,22.85,,,,,,41.52,,,6.35,,,,,,,,,19.04,,,,,48.36,,,,32.71,8.98,,,,18.00,,45.86,68.37,39.28,,,,,,,,,,,,3.81,,,,,,,,,,,,,302.16
1590316431000,,46.16,,,10.71,,5.30,,,,33.21,5.43,,,,,,9.46,,,0.15,,247.57,,,,,,,25.02,14.93,,,,280.60,40.33,148.24,32.49,,,,61.95,,,,,,,,,15.89,,,26.38,,0.05,,,,,,,,157.71,,,,,,,,6.88,,,,,0.00,,35.07,16.56,,,,,,,,,,,,,,,,1.92,,,,,,,,,,303.27
1590383553000,,116.60,,,10.24,,22.82,,,62.87,61.80,,,,,,,,,,1.05,,22.53,,,,,,,306.26,277.99,,,,387.48,51.96,262.80,6.56,,,,47.14,,,11.21,,,,,,46.16,,,43.78,,,,,,,,,9.16,12.06,,,,28.70,,,,100.50,40.25,,,,0.24,,51.68,12.60,102.74,8.04,,,,,,,,,,,,,,,,,,,,,,,,983.66
1590451139000,,92.99,,,2.34,,0.40,,,,79.15,25.93,,,,,,0.01,,,0.56,,,,,,,,,10.04,,,,,145.91,7.39,47.62,10.10,,,,8.46,,,2.83,,,,,,55.08,,,1.95,,,,,,,,,4.45,7.66,,,,,,,,7.39,,,,,25.49,,2.37,6.81,,0.15,,,,,,,,,,,,,,,,0.01,,,,,,,,281.28
1590517845000,,115.88,,,,,0.90,,,,43.25,14.75,,,,4.93,,14.92,,,12.60,,24.10,,,,,,,5.98,,,,,175.63,22.12,110.09,80.25,,,,,,,,5.12,,,,,76.71,,,38.01,1.01,46.80,,,,,,,3.70,,,,,,,,,46.48,17.75,,,,40.50,,33.12,34.92,0.03,,,,,,,,,,,,,,,1.00,,,,,,,,,,238.00
1590584981000,,23.28,,,,,,,,34.57,20.07,514.90,,,,,,0.19,,,5.59,,21.12,,,131.65,,,,165.10,498.22,,,,157.74,31.20,852.77,83.13,,,,17.85,,,31.34,,,,,,19.01,,,,,2.88,,,,,,,17.59,,,,,,,,,20.14,16.51,,,,,,5.11,31.74,,3.02,,,,,,,,,,,,,,,,,,,,,,,,1185.72
1590652494000,,11.45,,,,,3.17,,,,39.22,2.23,,,,,,1.49,,,2.47,,11.58,,,,,,,144.72,,,,,195.49,3.36,53.44,7.39,,,,16.19,,,1.01,,,,,,19.81,,,9.74,,0.22,,,,,,,,,,,,,,,,23.46,6.56,,,,1.51,,0.70,15.64,,2.02,,,,,,,,,,,,,,,,,,,,,,,,364.10
1590719602000,,22.80,,0.46,2.37,,16.98,,,88.19,158.31,7.71,,,,,,,,,,,25.02,,,,,,,271.99,6.31,,,,1274.53,265.79,429.54,363.56,,,,20.47,,,,,,,,,144.61,,,114.18,8.28,,,,,,,,10.68,379.12,,,,,,,,87.31,21.57,,,,4.63,,2117.22,4.89,,4.45,,,,,,,,,,,,,,,,,,,,,,,,685.47
