timestamp,​0xEC79575717a446608C7395ba7140083d03CDeE5c,​0x49c4f9bc14884f6210F28342ceD592A633801a8b,​0x72B0bC97E2B7dFa0F9d376dA9fb392D871011313,​0x445E5f797fd7a939F9B4a593b7aD5BB79Ee046c8,​0x3d7b19C37d422B43c07C7Ba6353ED2D1689540FD,​0x85F18C533900A4eE0e3e378aD27DcB395bc7cb3d,​0x6459B8F7454670B9aba9E009cf468b7d99103e17,​0xF913d32b77Da93C832Aa114604aa90308f5448a6,​0xBfed949505faC872018ee70aD521840E9C05a3Ff,​0x4bcAb4a2e4b17C0158BE756aEfa04F465B1b2310,​0xB76c291871b92A7c9e020b2511a3402A3bf0499d,​0x736f1536CFd66AE3E27F6d62c67a9D9d9A431326,​0x97deC872013f6B5fB443861090ad931542878126,​0x2870fa7c3C615f324151a88B10f0e1455Ee292D8,​0x34C6F95476700e4dfCdaf28b56b99bc1E24e25F7,​0x6794471ebC084A4ca462C506AfEaBb93d9657c25,​0xA65440C4CC83D70b44cF244a0da5373acA16a9cb,​0x01e176828454368f60898F04025DCe3BcFe76AB5,​0xdA56a88175D4c8707C51DF845f838cF3fE070870,​0x3591d261dA9Ca19D83DE5028D4Caa02f22aaf9Ee,​0x87d80DBD37E551F58680B4217b23aF6a752DA83F,​0x2406A9333378E30B9581B8356bb81B4f9BDFF005,​0x916db62e2EB326Fb0D30c7a610EF189b5b083e86,​0x11111254369792b2Ca5d084aB5eEA397cA8fa48B,​0x766f8A08dD048858cE1C139D87e74728f1E01e99,​0x1200563cFAEb481e1f0542A246F0cefcdE4C4753,​0x69C4EfE68F4eaBdFAa614a8E682B1391802F4913,​0x745DAA146934B27e3f0b6bff1a6e36b9B90fb131,​0x5048b9d01097498Fd72F3F14bC9Bc74A5aAc8fA7,​0x268Cb4c8B97DA9d146702D84501A64F597A3aa14,​0x85C5c26DC2aF5546341Fc1988B9d178148b4838B,​0x9AfDE46508b8D659bB0FfcdFD769EC37f7199cFA,Other
1576288118000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00
1576456679000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00
1576886273000,,,,,,,,,,,,,,,,,,,,,,,,0.00,,,,,,,,,
1577057861000,,,,,,,,,,,,,,,,,,,,,,,,0.00,,,,,,,,,
1577229621000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00
1577488582000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00
1577573599000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00
1577832303000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.01,,0.00
1578063677000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00
1578129566000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00
1578261907000,,,,,,,,,,,,,,,,,25.00,,,,,,,,,25.07,,,,,,,0.01
1578592894000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.01
1578658814000,,,,,,,,,,,,0.01,,,,,,,,,,,,,,,,,,,,,
1579320115000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.05
1579453251000,,,,,,0.01,,,,,,,,,,,,,,,,,,,,,,,,,,,
1580049245000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00
1580180893000,,,,,,,,,,,,,,,,,,,,,,,,,,,0.02,,,,,,
1580247630000,,,,,,,,,,,,,,,,,,,,,,,,0.10,,,,,,0.14,0.05,,
1580380051000,,,,,,,,,,,,,,,,,,,,,,,,,,,0.02,,,,,,
1580579921000,,,,,,,,,,,,,,,,,,,,,,,,0.00,,,,,,,,,
1580645575000,,,,,,0.08,,,,,,,,,,,,,,,,,,,,,,,,,,,
1580711822000,,,,,,,,,,,,,0.00,,,,,,,,,,,,,,,,,,,,0.00
1580778615000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.01
1581110121000,,,,,,,,,,,,,,,,,,,,,,0.51,,0.50,,,,,,,,,
1581177428000,,,,,,,,,,,,,,,,,,,,,,,,,,,0.03,,,,,,
1581243665000,,,,,,,,,,,,0.54,,,,,,,,,,,,0.57,,,,,,,,,0.00
1581310184000,,,,,,,,,,,,,,,,,,,,,,,,0.14,,,,,,,0.10,,
1581641265000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00
1581774043000,,,,,,0.14,,,,,,,,,,,,,,,,,,,,,,,,,,,
1582106715000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.04
1582372667000,,,0.20,,,,,,,,,,,,,,,,,,,,,,,,,,,0.05,0.04,,
1582439543000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00
1582705647000,,,,,,,,,,,,,,,,,,,,,,,,0.01,,,,,,,,,
1583036689000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00
1583168974000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.01
1583567810000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.03
1583633541000,,,,,,,,,,,,,,,,,,,,0.18,,,,0.01,,,,,,,0.14,,0.06
1583966404000,,,,,,,,,,,,,,,,,,,,,,,,0.03,,,,,,,,,
1584168330000,,,,,,,,,,,,,,0.26,,,,,,,,,,,,,,,,,,,
1584300469000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.02
1584434720000,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00,,,,,
1584632903000,0.12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.05,
1584766483000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.03,
1584902413000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00
1585036977000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.04
1585504149000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00
1585770840000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.01
1585903293000,,,,,,,,,0.29,,,,,,,,,,,,,,,,,,,,,,,,
1585969610000,,,,,,,,,,,,,,,,,,,,,,,,0.10,,,,,,,,,
1586169028000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.04,,
1586236183000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.02,
1586501245000,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.04,,,,,
1586635021000,,,,,0.28,,,,,,,,,0.41,,,,,,,,,,0.01,,,,,,,0.05,,
1586701369000,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.04,,,,,0.01
1586833705000,,,,,,,,,,,,,,,,,,,,,,,,0.04,,,,,,,,,
1586900049000,,,,,,,,,,,,,,0.14,,,,,,,,,,,,,,,,,,,
1587099968000,,,,,,,,,,,,,,,,,,0.00,,,,,,,,,,,,,,,
1587167698000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.04
1587234387000,,,,,,,,,,,,,,,,,,,,,,,,,0.32,,,,,,0.07,,
1587300847000,,,,,,,,,,,,,,,,,,,,,,,0.28,,0.32,,,,,,,,
1587368133000,,,,,,,,0.24,,,,,,,,,,,,,,,,,0.27,,,,,,,,0.01
1587434258000,,,,,,,,,,,,,,,,,,0.00,,,,,,,0.04,,,,,,,,0.05
1587568237000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00
1587701744000,,,,,,,,,,,,,,,,,,0.00,,,,,,,,,,,,,,,
1587768625000,,,,,,,,,,,,,,0.15,,,,,,,,,,,,,,,,,,,
1587836062000,,,,,,,,,,,,,,,,,,,,,,,,,0.14,,,,,,,,
1587902337000,,,,,,,,,,,,,,,,,,,,,,,,0.12,,,,,,,,,
1587969951000,,0.73,,,,,,,,,,,,,,,,,,,,,,0.61,,,,,,,,,
1588036978000,,,,,,,0.57,,,,,,,,,,,,,,,,,0.55,,,0.05,,,,,,
1588170340000,,,,,,,,,,,,,0.55,,,,,,,,,,,,0.20,,0.60,0.06,,,,,
1588237076000,,,,,,,,,,,,,,,,,,,,,,,,0.12,,,,,,,,,
1588305064000,,,,0.10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1588371539000,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00,,,,,
1588438821000,,,,,,,0.77,,,,,,,,,,,0.00,,,,,,0.70,,,,,,,,,
1588506516000,,,,,,,,,,,,,,,,,,,,,,,,0.06,0.13,,,,,,,,
1588572377000,,,,,,,,,,,0.63,,,,,1.00,,0.00,0.17,,,,,,0.28,,,0.05,,,,,0.00
1588638430000,,,,,,,,,,,,,,0.36,,,,0.01,,,0.15,,,,0.36,,,,,,,,0.00
1588771981000,,,,,,0.15,,,,,,,,,,,,0.48,,,,0.42,,,,,,,,,,,
1588839881000,,,,,,,,,,,,,,,,,,0.14,,,,,,,,,,,,,,,
1588906152000,,,,,,,,,,,0.09,,,,,,,0.00,,,,,,,,,,,,,,,
1588972800000,,,,,,,,,,,0.46,,,,0.65,,,0.10,,,,,,0.14,,,,,,,,,
1589040204000,,,,,,,,,,,,,,,,,,1.00,,,,0.81,,,0.30,,,0.01,,,,,0.00
1589107927000,,,,,,,,,,,,,,,,,,0.31,,,,,,,0.35,,,,,,,,
1589174391000,,,,,,,,,,,,,,,,,,0.39,,,,,,,0.44,,,,0.11,,,,0.02
1589241093000,,,,,,,,,,,0.01,,,,,,,,,,,,,,,,,,,,,,
1589308656000,,,,,,,,,,,0.34,,,,,1.00,,,,,,,,,0.46,,0.78,,,,,,
1589375621000,,,,,,,,,,0.31,,,,,,,,0.01,,,,,,,0.34,,,,,,,,0.02
1589442351000,,,,,,,,,,,,,,,,,,0.07,,,,,,,,,,,,,,,
1589509055000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.02
